Time,Epoch,Fp1,FP2,F3,Fz,F4,T7,C3,Cz,C4,T8,P3,Pz,P4,PO7,PO8,Oz,Event Id,Event Date,Event Duration
1.179999996,36,-30.15153473,-18.58763857,-11.52934918,-12.22900933,-20.44460055,21.34869052,49.45749841,21.4070826,26.07816005,9.641661197,-8.767487313,46.97519455,15.424333,-5.039324787,-13.16178075,8.311107051,,,
1.183999996,37,-28.91910042,-26.08243935,-10.77945729,-14.11450783,-22.37289322,16.56525889,48.97969576,19.03707866,26.77243435,10.91556746,-15.17154203,37.51909385,14.31160992,-7.980320169,-13.43123867,0.147539704,,,
1.187999996,37,-27.03593209,-31.51087004,-8.634804243,-14.8878342,-21.07420029,15.98150609,49.97928432,19.50357364,30.60447691,14.19428293,-19.74514844,30.6411337,17.10729934,-11.6085892,-13.26548401,-4.783654692,,,
1.191999996,37,-22.78292023,-32.71592852,-4.369918212,-13.28233457,-16.16465843,20.01638774,52.27606203,22.46414462,36.50590304,18.51259617,-21.4675965,27.17052241,23.60796618,-15.35798397,-13.05152275,-5.767869043,,,
1.195999996,37,-14.53747745,-28.51069033,2.016168226,-9.214039414,-9.125846401,27.09250737,55.64959487,26.99254648,42.55543063,22.33654362,-20.71477072,26.36790513,32.03945191,-19.2320434,-12.98924108,-3.899549064,,,
1.199999996,37,-2.04667328,-18.74504166,9.14229021,-4.096549016,-2.993573717,34.44465987,59.4434553,31.63444159,46.86765638,24.34050507,-19.11602845,26.12018126,39.70731937,-24.08028293,-13.06466996,-1.547899448,,,
1.203999996,37,13.16521033,-4.321734479,14.86090068,-0.120689302,-0.788893684,39.57983775,62.59329084,34.79719293,48.56310161,24.26427499,-18.44257384,24.20593816,44.45345933,-30.85503798,-13.16078022,-0.896726765,,,
1.207999996,37,28.45055886,12.6970821,17.71939162,0.98104264,-3.740592031,41.51052616,64.12762342,35.37404186,48.10135921,23.15104032,-19.52779232,19.53847454,45.76918688,-39.67928524,-13.21070907,-2.812612846,,,
1.211999996,37,41.53724026,29.48351102,17.85473272,-1.19177309,-10.60798766,40.965421,63.66429254,33.20108818,46.73376166,22.71592649,-22.14177338,12.40051311,44.70092466,-49.75371424,-13.28595894,-6.88488417,,,
1.215999996,38,52.10458708,43.56451311,16.69439086,-5.525465119,-18.45145606,39.48194557,61.53285908,29.09201721,45.57152992,24.31502014,-25.53694004,3.885109015,42.8746127,-59.91351456,-13.60421721,-12.09045861,,,
1.219999996,38,62.0487493,53.8840196,15.96712021,-9.870534455,-24.23816265,38.12378247,58.46323308,24.40770142,44.90861874,28.13086093,-28.95263427,-4.757199301,41.47996228,-69.12920261,-14.46177886,-17.29773326,,,
1.223999996,38,73.77924659,60.94817995,16.72482793,-12.15440829,-26.38915581,36.7791489,55.04549173,20.29735822,44.11018277,32.90244681,-31.98681903,-12.65327939,40.68711269,-76.86743708,-16.05162048,-21.64167647,,,
1.227999996,38,87.90775827,66.24907117,18.92070745,-11.58486548,-25.41084397,34.55737564,51.40654303,17.06527396,42.14606221,36.43465265,-34.83650518,-19.63389052,39.72235666,-83.3167884,-18.23703575,-24.81696428,,,
1.231999996,38,102.5319794,71.65428385,21.88549143,-8.855702481,-23.1376389,30.96050661,47.42891664,14.17457177,38.54575471,36.91587143,-37.99337101,-25.99822226,37.66721903,-89.05525969,-20.52849886,-26.90949622,,,
1.235999996,38,114.6942016,78.80331335,25.2468088,-5.129821132,-21.17073312,26.67363472,43.23425397,10.86395889,34.04062136,34.28623501,-41.50007322,-31.84178723,34.37022681,-94.28328527,-22.37204213,-27.986281,,,
1.239999996,38,122.5487152,88.33620166,29.16495344,-1.076801125,-19.94768038,23.05037665,39.31461742,6.819805007,30.19441623,30.41036144,-44.76774557,-36.81333022,30.50189203,-98.58867761,-23.46737101,-28.21782252,,,
1.243999996,38,126.5535637,99.50475397,33.56634323,2.97923138,-19.17194519,20.86934608,36.1396687,2.380572136,28.23327177,27.7029936,-47.32980473,-40.67142209,26.75370708,-101.5473842,-23.81454836,-28.35974778,,,
1.247999996,39,129.1059805,110.8433538,37.48537462,6.501674157,-18.71596833,19.85454087,33.68998585,-1.838215442,28.0925355,27.36978418,-49.41602265,-43.79900798,23.3178698,-103.2131047,-23.61756318,-29.53085644,,,
1.251999996,39,132.9926481,121.4844214,39.54642215,8.964795996,-18.74973985,19.42176321,31.43709656,-5.513800255,28.51799624,28.79084755,-51.41548068,-46.86786078,20.30085929,-103.8591517,-23.2735502,-32.19758769,,,
1.255999996,39,139.6493182,131.8227792,39.16079524,10.57590413,-19.1497878,19.53868556,28.85522454,-8.745164815,28.15552423,30.44602171,-53.03737638,-50.11296074,18.30567514,-103.5687608,-23.26618609,-35.61746504,,,
1.259999996,39,148.4761024,142.8637104,37.23959065,12.30673174,-19.23804144,20.59327804,26.01993203,-11.57827386,26.72187933,31.40590594,-53.46123973,-53.17580488,18.20232187,-102.3409124,-23.76334874,-38.47695953,,,
1.263999996,39,157.6133329,155.010191,35.82860816,15.06297266,-18.29751418,22.62009209,23.68614339,-13.57631621,25.24249066,32.02845679,-52.25191109,-55.56813764,20.29107986,-100.4406327,-24.3067526,-39.91777955,,,
1.267999996,39,165.1890315,167.4595185,36.96827698,18.95457254,-16.20578078,25.01880129,22.74016854,-14.06833375,25.15706052,33.35592691,-49.77042079,-57.04194912,23.84476603,-98.38483325,-24.10518007,-39.87592704,,,
1.271999996,39,169.9311087,178.4988271,41.4936285,23.27399015,-13.4526925,26.97149496,23.59363343,-12.81319854,27.10380759,35.91212621,-46.70555119,-57.55431483,27.46614219,-96.5289572,-22.71041258,-38.7492104,,,
1.275999996,39,171.2033428,186.2608384,48.48540952,26.907841,-10.62382487,27.85004674,26.06324754,-10.33078187,30.38152139,38.97451311,-43.51291438,-57.16450502,29.81373578,-94.7501944,-20.36173787,-37.06638282,,,
1.279999996,40,169.0199966,189.5944926,55.7462918,28.87334714,-7.91023165,27.48403507,29.6110241,-7.625506093,33.4067588,40.86256306,-40.27804727,-56.04121503,30.16610904,-92.54965034,-17.76572081,-35.34602066,,,
1.283999996,40,164.0343319,188.7494711,61.0270236,28.95433656,-4.960859628,26.59299372,33.42483051,-5.623207286,34.71735519,40.0695204,-36.74945121,-54.34484897,28.70164357,-89.3807809,-15.71422746,-33.84984207,,,
1.287999996,40,157.3279418,185.2897066,63.16545133,28.01754005,-1.123394919,26.72605323,36.24827385,-4.752143073,33.76212816,36.4373212,-32.48671175,-52.05173651,26.39327447,-84.9364905,-14.81391723,-32.31618904,,,
1.291999996,40,150.1639602,181.0276947,62.41693593,27.37229531,3.96129284,28.96834761,36.54169718,-4.928893351,30.94899647,31.3209763,-27.42740191,-49.18758651,24.35564878,-79.38628352,-15.21697147,-30.13210083,,,
1.295999995,40,143.6902863,176.8351023,59.98203753,27.58174018,9.786807872,32.54413197,33.3434555,-5.888251795,27.07595056,26.48705565,-22.46570351,-46.35841673,23.04280093,-73.45696696,-16.44582483,-26.86100486,,,
1.299999995,40,138.3378007,172.3793307,57.25781728,28.04758316,15.0601345,35.15088187,27.15914646,-7.45029147,22.80265489,22.81480006,-19.09719389,-44.75012754,22.09998643,-68.10347997,-17.67077099,-22.52377497,,,
1.303999996,40,133.2778717,166.7241007,55.26965726,27.79832211,18.52893437,34.84484126,19.87981097,-9.452141058,18.61832357,20.03164125,-18.22072055,-45.32536804,20.96119996,-63.94183053,-18.34771272,-17.54866484,,,
1.307999996,40,126.8709573,158.9515352,54.48628668,26.50425627,19.89237875,31.56274597,13.72927914,-11.57829903,15.08396191,17.50020585,-19.34021602,-48.02115139,19.42876168,-60.96325912,-18.60121506,-12.80289103,,,
1.311999996,41,118.2087381,148.444939,54.97179475,24.77608762,20.08625602,27.05221389,10.14810849,-13.36954096,12.86598953,15.09268564,-20.92531273,-51.74453329,17.71941224,-58.66014067,-19.00297223,-9.556903488,,,
1.315999996,41,108.3628342,135.0855458,56.56075793,23.70815858,20.74287216,23.57981804,9.277930218,-14.33310109,12.43660404,13.35319825,-21.48244752,-55.10610056,16.1740926,-56.31328393,-20.01426959,-8.874217029,,,
1.319999995,41,99.82572158,119.3999462,58.82148249,24.07664946,23.14276725,22.50878669,10.08326495,-14.0788999,13.69464865,12.89432507,-20.47934753,-57.29938366,14.95694662,-53.3661508,-21.57830748,-10.80350255,,,
1.323999995,41,94.36267381,102.3329304,61.01129745,25.70362641,27.35484703,23.62974443,10.9686261,-12.56274468,15.82790826,13.63256405,-18.56006506,-58.54714008,13.88062553,-49.84015622,-23.13611073,-14.34934321,,,
1.327999995,41,91.25374744,84.68282493,62.3369489,27.54482193,32.25532086,25.54420493,10.6776643,-10.26898864,17.61770894,14.66357139,-16.92067917,-59.7789295,12.50044405,-46.36142872,-24.00969244,-18.25269836,,,
1.331999995,41,87.68956556,66.83028961,62.42719179,28.60147831,36.47495233,26.78429531,8.990050152,-7.985894186,18.10143105,15.00811759,-16.23976727,-61.68368739,10.5315675,-43.4777292,-23.86027824,-21.59511123,,,
1.335999996,41,80.99269224,49.09271247,61.5962596,28.85112919,39.4762504,26.87220805,6.728055726,-6.261909845,17.13005067,14.50747626,-15.9914968,-63.8840396,8.255922267,-40.84398485,-22.89414855,-23.72957728,,,
1.339999995,41,70.52259012,32.06450248,60.59579503,29.16127375,41.78953022,26.48432178,5.094608603,-5.108894304,15.32273212,13.90853664,-14.79080917,-65.06464412,6.445440618,-37.31009481,-21.67579036,-24.07409037,,,
1.343999995,42,57.59050823,16.2445626,59.98398284,30.20735216,44.26221105,26.56877939,4.863784333,-4.280814438,13.44878017,14.05331457,-11.55162873,-64.05497777,5.809183263,-32.01512718,-20.71335588,-22.28407232,,,
1.347999995,42,43.85907917,1.357272226,59.60454982,31.53830306,47.13564062,27.21431852,5.934882748,-3.784299772,11.81702003,15.02763273,-6.508238726,-60.89725885,6.459601019,-25.39728333,-20.15650393,-18.60711471,,,
1.351999995,42,29.96486996,-13.73613077,58.60600099,31.6717263,49.79326894,27.35336562,7.413632828,-4.016706511,10.1870991,16.04925258,-1.307774393,-56.95429523,7.780428778,-19.14485448,-19.80649514,-14.00587056,,,
1.355999995,42,15.43740028,-30.42690286,56.00158941,29.02942462,51.30007114,25.65153368,8.105237803,-5.361248568,8.17118783,16.10326409,1.899926958,-54.0109761,8.738880769,-15.15666159,-19.3474026,-9.876608986,,,
1.359999995,42,-0.284592631,-49.57204022,51.34519846,23.03271008,51.25586672,21.76454541,7.130751434,-7.70292022,5.688630803,14.77049652,1.811631876,-53.09619364,8.50519341,-14.26985766,-18.59316655,-7.387492201,,,
1.363999995,42,-16.68836938,-70.87301816,44.99802523,14.75346203,50.32523943,16.72270257,4.295909962,-10.40575375,3.122220377,12.62246054,-1.162698779,-53.88913202,7.00952335,-15.63561634,-17.62301307,-6.75839283,,,
1.367999995,42,-31.92306609,-92.62729867,37.85437127,6.643984995,50.04002568,12.1760025,0.081487744,-12.66491809,1.213610872,10.89487176,-5.222693903,-55.10570922,4.952350482,-17.29779813,-16.74775045,-7.10008239,,,
1.371999995,42,-43.77893273,-112.1987172,30.94341506,1.362143895,52.03457316,9.422040161,-4.52325935,-13.72776417,0.902026302,10.7333202,-8.425831345,-55.46457498,3.255033184,-17.60223682,-16.32063423,-7.067598222,,,
1.375999995,43,-51.09843263,-127.2555411,25.27399396,0.492067685,57.2798153,8.929350074,-8.235772184,-12.92873397,3.061872353,12.59390127,-9.776114181,-54.41997211,2.506592369,-16.25667171,-16.53402786,-5.754570153,,,
1.379999995,43,-54.47894371,-137.0407019,21.70132589,4.020502844,65.68931197,10.15264436,-9.938891496,-9.956592563,7.959211982,16.08719501,-9.436111691,-52.26941686,2.796476922,-14.24019038,-17.35137147,-3.071356796,,,
1.383999995,43,-55.94447674,-142.6419645,20.49310351,10.6322303,76.09591283,11.60931118,-9.33113655,-5.361221312,14.6464064,20.17826831,-8.303287358,-49.85221885,3.782243936,-12.87124685,-18.55784994,0.485043452,,,
1.387999995,43,-58.01472547,-146.0817171,20.8694094,18.33878776,86.55973975,11.7193043,-7.265539396,-0.71517895,20.90956794,23.5585496,-7.469356379,-48.13031561,4.780175556,-12.89620763,-19.83527006,4.220983381,,,
1.391999995,43,-62.65058837,-149.1671167,21.09588156,25.11033316,95.00480914,10.02284526,-5.405651553,1.94003742,24.08053693,24.97257784,-7.760685039,-47.78098475,4.931347607,-14.19832975,-20.85507902,7.438450925,,,
1.395999995,43,-70.46846155,-152.9789719,19.29528333,29.42925054,99.99481827,7.429992346,-5.31619162,1.094382167,22.34185476,23.39591511,-9.430322195,-48.9404608,3.508303909,-16.14480114,-21.39692934,9.432185853,,,
1.399999995,43,-80.5686809,-157.8480245,14.54898761,30.67234016,101.3037686,5.220411412,-7.486086444,-3.356903792,15.8059778,18.30472285,-12.12127016,-51.19787765,0.256450789,-18.08146202,-21.41314438,9.560457287,,,
1.403999995,43,-90.98912705,-163.2867782,7.53261968,29.18600639,99.98881244,4.009399036,-11.01301172,-9.89787885,6.716750285,10.19147228,-15.09096572,-53.77010425,-4.409222036,-19.49528313,-20.97906405,7.574998447,,,
1.407999995,44,-99.46249316,-167.9947052,0.163644993,26.01054729,97.86807568,3.57860534,-14.30688325,-16.04941019,-1.502295987,0.837090102,-17.52149859,-55.74647918,-9.50250128,-19.93551505,-20.18234722,3.93131016,,,
1.411999995,44,-104.2670943,-170.3941181,-5.446042073,22.39797152,96.66564846,3.35708548,-16.13692771,-19.52625179,-5.901218328,-7.241286671,-18.74728655,-56.32572502,-13.86074862,-19.07762182,-19.05521741,-0.376615692,,,
1.415999995,44,-105.0730546,-169.5223325,-7.907402824,19.40113331,97.33478643,3.017852108,-16.04903495,-19.20053347,-5.332917443,-11.93025312,-18.34385597,-54.95098873,-16.60101344,-16.91614836,-17.61726408,-4.34995408,,,
1.419999995,44,-103.3160889,-165.5491154,-6.917444963,17.69350249,99.81693219,2.791049163,-14.17146279,-15.45692458,-0.710749519,-12.45121468,-16.15270349,-51.35069533,-17.35953092,-13.78603552,-15.99091643,-7.299984293,,,
1.423999995,44,-101.4926017,-159.5545672,-3.231844011,17.51480119,103.1168309,3.211158662,-11.06989257,-9.907703663,5.688191968,-9.632167589,-12.36465496,-45.63312606,-16.28654642,-10.21388602,-14.43566047,-8.777559026,,,
1.427999995,44,-101.6492649,-152.8769707,1.59413495,18.60057043,105.628245,4.403478973,-7.764651186,-4.646600693,11.22146038,-5.593634589,-7.636849806,-38.44156145,-13.98509951,-6.820535643,-13.20711145,-8.565817218,,,
1.431999995,44,-104.3093421,-146.5236716,5.725861876,20.20543098,105.7875277,5.574009256,-5.566858352,-1.449727441,13.6872755,-2.978338492,-3.015182692,-30.92044658,-11.45834292,-4.22603133,-12.38658257,-6.943471004,,,
1.435999995,44,-108.6318781,-140.9103733,7.716903259,21.44516983,102.871644,5.352681171,-5.691534924,-1.342793601,11.87871888,-3.800710154,0.49963465,-24.32240356,-9.859255945,-2.76104633,-11.90113489,-4.784905871,,,
1.439999995,45,-113.2298624,-135.9218555,6.994898147,21.84328707,97.42976179,2.756239433,-8.828713897,-4.523413313,5.955201135,-8.371806572,2.501299645,-19.46275076,-9.958354705,-2.156186207,-11.70397704,-3.183771694,,,
1.443999995,45,-116.6746977,-131.1607165,3.930001585,21.57373975,90.97599845,-2.219304905,-14.72585096,-10.32282101,-2.549275721,-15.13144739,3.315113115,-16.4392399,-11.73924222,-1.648485441,-11.85486382,-2.954981087,,,
1.447999995,45,-117.6356845,-126.2919633,-0.464208976,21.11206377,85.08540591,-8.85640492,-21.95601372,-17.17995344,-11.32928975,-21.67604538,3.530860217,-14.80514882,-14.56984844,-0.576253156,-12.36867026,-4.41661668,,,
1.451999995,45,-115.2629886,-121.3397628,-4.993658992,20.69425338,80.48293515,-16.21883149,-28.31275263,-22.98849878,-18.31871207,-26.16950881,3.435421943,-13.92779795,-17.71315957,1.062073133,-13.0267929,-7.299833522,,,
1.455999995,45,-109.8359397,-116.6278176,-8.71705963,20.24494031,76.77827917,-23.248654,-31.91344919,-25.97749593,-22.48285362,-28.07699156,3.000872785,-13.1249638,-20.55484132,2.688391577,-13.42981634,-10.60142174,,,
1.459999995,45,-102.8906419,-112.3043299,-11.19867288,19.86373283,73.03227693,-28.7025574,-32.26740098,-25.6584564,-23.98619122,-27.98329223,2.377416329,-11.6026916,-22.49405238,3.81206608,-13.27358884,-12.7736813,,,
1.463999995,45,-96.44103723,-107.9711664,-12.55521466,20.1667311,68.57018088,-31.50964095,-30.40796362,-23.10389924,-23.86104034,-26.96804095,2.134469122,-8.663545977,-23.04051557,4.489491924,-12.51967861,-12.64866033,,,
1.467999995,45,-92.01797952,-102.8941072,-13.40126394,21.79038239,63.20373831,-31.42801939,-28.01587352,-20.28719651,-23.45326153,-26.00987031,2.757478462,-4.336706965,-22.27970198,4.976109385,-11.23258989,-10.52332882,,,
1.471999995,46,-90.31541623,-96.56688908,-14.66105335,24.42243417,56.80204368,-29.2437736,-26.30860361,-18.94781304,-23.80006875,-25.64201538,3.917956829,0.214707235,-21.10687736,5.056060002,-9.291741402,-8.197401103,,,
1.475999995,46,-91.24923245,-89.09672399,-17.08181682,26.53527395,49.01069394,-26.21324526,-25.52439067,-19.74081553,-25.22118361,-25.95568486,4.460836405,3.183635569,-20.76196682,4.012070638,-6.396342432,-7.653884109,,,
1.479999995,46,-93.93539288,-81.17873036,-20.61298625,26.2893226,39.61824375,-23.3585165,-25.17154359,-22.07470638,-27.4509616,-26.89955007,3.244572264,3.226529615,-22.05968111,1.312305079,-2.446368646,-9.569338727,,,
1.483999995,46,-96.74087288,-73.66943407,-24.17708329,22.80824749,29.14657394,-21.23526176,-24.53846199,-24.51537329,-30.06423375,-28.53138071,0.078332007,0.331929058,-24.94225185,-2.759558925,2.079890657,-12.93733154,,,
1.487999995,46,-97.75070761,-66.94262815,-26.14896509,16.88763063,19.02818678,-20.08083483,-23.02423279,-25.49514442,-32.56098591,-30.82364049,-3.894660244,-4.012709533,-28.43826714,-6.979926634,6.145543638,-15.7915271,,,
1.491999995,46,-95.50902178,-60.49636728,-25.34927026,10.84484781,11.16233158,-19.96366846,-20.41797663,-24.13169217,-34.16974458,-33.21094081,-6.571410419,-7.421659572,-30.96008056,-9.510326807,8.604673412,-16.2574345,,,
1.495999995,46,-89.67972307,-53.2383,-21.98000966,7.497567848,6.964042157,-20.73997899,-17.25086635,-20.77587201,-34.09031657,-34.67403399,-6.056738026,-7.922470748,-31.12532354,-8.742285361,8.816907861,-13.51673308,,,
1.499999995,46,-81.33366562,-44.3231972,-17.80895321,8.499570095,6.321779333,-21.87679604,-14.79383764,-16.83473833,-32.21904071,-34.6451089,-2.138383322,-5.353024705,-28.86336448,-4.508178806,7.052709471,-8.444235589,,,
1.503999995,47,-72.53613587,-33.85919846,-15.29242282,13.02861088,7.260228775,-22.53598269,-14.35856046,-13.94708691,-29.46350962,-33.7670979,3.18919898,-1.637942543,-25.79476577,1.368512085,4.380928045,-3.357056705,,,
1.507999995,47,-65.27671946,-22.83950637,-16.1545559,18.07386252,6.855482524,-22.1805368,-16.3769049,-13.14349595,-27.14948996,-33.41839398,6.962610638,0.557361203,-24.23082107,6.080893442,2.074863472,-0.665227813,,,
1.511999995,47,-60.50439413,-12.41936911,-20.44049446,20.3117405,2.883355708,-21.16229455,-20.0923361,-14.50112343,-26.12941354,-34.38921367,7.283588975,-0.312801958,-25.55034927,7.652298319,0.984359289,-1.34136865,,,
1.515999995,47,-58.00218453,-3.318891114,-26.69007876,18.01473052,-5.051984918,-20.56943985,-24.1017117,-17.33139886,-26.44545139,-36.16903128,4.263962426,-3.936728228,-29.39647498,5.820851596,1.31666763,-4.521403886,,,
1.519999995,47,-56.94414286,4.222724598,-32.98389523,11.56383111,-15.6203033,-21.42972223,-27.19218051,-20.62338666,-27.63890434,-37.50155935,-0.739457945,-8.884009089,-34.24066342,1.453131063,2.85168391,-8.481631535,,,
1.523999995,47,-56.40420631,10.28728515,-37.94152768,2.715446601,-26.64455045,-23.85635302,-28.7404997,-23.34600122,-29.11379324,-37.41325143,-6.375182369,-13.68773321,-38.50720505,-4.359898906,5.268282901,-11.90389557,,,
1.527999995,47,-55.43807576,15.27199101,-40.92342409,-6.266825838,-35.88494653,-26.65466523,-28.48861994,-24.45188701,-30.13901437,-35.70868984,-11.66801984,-17.19954345,-41.15309605,-10.45252413,8.252282196,-14.25391503,,,
1.531999995,47,-53.04739295,19.89896214,-41.62250625,-13.11480837,-41.48335001,-27.92512821,-26.22023186,-22.98851329,-29.78304309,-32.82280389,-15.61442507,-18.39917231,-41.52794395,-15.34736002,11.34923828,-15.29550728,,,
1.535999995,48,-48.47042164,24.99815912,-39.85433178,-16.07168898,-42.41537241,-26.60585604,-21.90518556,-18.72033693,-27.27468918,-29.48044705,-17.08614557,-16.49521553,-39.23660928,-17.59198201,13.87388863,-14.74452256,,,
1.539999995,48,-41.67691132,31.11557463,-35.86282136,-14.60920574,-38.99347054,-23.54728999,-16.14652154,-12.77497543,-22.64781815,-26.41535133,-15.48371113,-11.49262843,-34.46931527,-16.66662902,15.15641977,-12.61729124,,,
1.543999995,48,-33.52799105,38.20386137,-30.6294122,-9.816392291,-32.90593487,-20.77323148,-10.29381764,-7.389320191,-17.0172258,-24.20060212,-11.44310597,-4.571758625,-28.3589208,-13.51042493,14.93961266,-9.706943003,,,
1.547999995,48,-25.41953576,45.58982054,-25.68825135,-3.977754347,-26.53086474,-19.71728818,-5.998443656,-4.723157992,-12.15363243,-23.28678085,-6.792124483,2.229385996,-22.73782818,-10.10321298,13.49588382,-7.40372192,,,
1.551999995,48,-18.73015317,52.19659339,-22.56119132,0.381798543,-22.00761242,-20.40332813,-4.531373385,-5.707059474,-9.634015212,-24.15108136,-3.757895924,6.817924194,-19.35805421,-8.518812759,11.37941697,-6.882949148,,,
1.555999995,48,-14.33126623,56.94361453,-22.16656834,1.379517276,-20.64407636,-22.03507081,-6.24485548,-9.750536119,-10.08699076,-27.17243487,-3.985591772,7.834246188,-19.14474073,-10.07654234,9.10783808,-8.382963265,,,
1.559999995,48,-12.22493264,59.33577096,-24.4031649,-1.628258051,-22.69433018,-23.81657767,-10.41855997,-15.3058303,-12.93721658,-32.1152495,-7.84191067,5.157472072,-21.87301197,-14.80345411,7.0063691,-11.14670408,,,
1.563999995,48,-11.51037659,59.97428137,-28.07356492,-7.711682916,-27.32194089,-25.20939745,-15.54800219,-20.70735292,-16.74018815,-37.72034651,-14.23045047,0.028683906,-26.29124644,-21.32196629,5.223802386,-13.91533885,,,
1.567999995,49,-10.8274033,60.37098243,-31.29483954,-14.5568051,-32.83513754,-25.88016369,-19.87997741,-24.7057515,-19.86563469,-42.00304341,-21.016612,-5.345116873,-30.58157793,-27.40537572,3.827717693,-15.52127849,,,
1.571999995,49,-8.971847516,61.99285438,-32.28719424,-19.4821957,-37.34039995,-25.66031817,-21.94415442,-26.55794883,-21.16642371,-43.25848722,-25.96408167,-8.705929271,-33.0247449,-31.1061632,2.864974604,-15.37222849,,,
1.575999995,49,-5.237450041,65.38809363,-30.16428721,-20.92364883,-39.59367158,-24.48093914,-20.97894236,-25.96315433,-20.35557905,-41.10088562,-27.77010672,-8.781096247,-32.64816938,-31.783924,2.353428353,-13.73392389,,,
1.579999995,49,0.568565152,70.11339506,-25.30482663,-19.34683727,-39.51360956,-22.3029311,-17.16378962,-23.09473376,-17.96619558,-36.71837719,-26.61144904,-5.822741656,-29.56154618,-30.31169772,2.277430484,-11.52265035,,,
1.583999994,49,8.202039631,75.24938326,-19.05517937,-16.76195003,-37.96889801,-19.18066588,-11.52713638,-18.65320087,-14.97362473,-32.05597608,-23.84766674,-1.31921397,-24.7869867,-28.35216373,2.593234425,-9.601605508,,,
1.587999994,49,16.99341929,79.87333356,-12.94845754,-15.1623174,-36.03997784,-15.38670468,-5.557847052,-13.74871683,-12.33492749,-28.51065149,-21.1545824,2.85156042,-19.71190051,-27.37107587,3.18315908,-8.303215922,,,
1.591999995,49,25.78082709,83.15734174,-8.025973567,-15.22736562,-34.4248072,-11.3563199,-0.680524502,-9.517668393,-10.6478417,-26.17353028,-19.79529893,5.226895773,-15.54420638,-28.23195683,3.841979201,-7.754494874,,,
1.595999995,49,32.8948846,84.22441731,-4.60948501,-16.31839081,-33.36682793,-7.443917014,2.287908052,-6.544044854,-9.940337831,-24.14314359,-20.38037758,5.198614553,-12.98481205,-31.37930899,4.40240268,-8.381737859,,,
1.599999995,50,36.51883289,82.22667382,-2.33244051,-17.42554965,-32.81564827,-3.846292736,3.473480124,-4.49562066,-9.626513761,-21.46252624,-22.84163355,3.151381916,-12.03924308,-36.77964591,4.845483806,-10.61076372,,,
1.603999995,50,35.65626529,76.97661607,-0.343424601,-17.97077936,-32.52569137,-0.945307597,3.699873003,-2.524829531,-8.833096811,-17.84479043,-26.44359091,0.273276691,-12.01008902,-43.40227417,5.211618194,-14.10424371,,,
1.607999994,50,31.2688228,69.68375514,2.040125819,-17.98798947,-32.27818601,0.328387415,3.706832595,-0.286128315,-7.086275914,-13.7720659,-30.11835127,-2.117943515,-11.9141012,-49.23621874,5.459435529,-17.76310091,,,
1.611999994,50,26.4717748,62.75799509,4.489292974,-17.9492753,-32.23720577,-1.143731576,3.573813708,1.511846285,-4.794740017,-10.08621608,-33.09423823,-3.393633463,-11.16045378,-52.38741158,5.497326561,-20.59479001,,,
1.615999994,50,25.089976,58.41286117,5.655815786,-18.41200088,-32.89722606,-5.586731502,2.992025812,1.809815643,-2.93201416,-7.396910853,-35.14230738,-3.801577254,-9.814928531,-52.20616925,5.310700846,-22.31882482,,,
1.619999994,50,29.35093648,57.34339556,4.291684391,-19.53806822,-34.47665783,-11.62194599,2.024599351,0.466666941,-2.155452817,-5.714197288,-36.17482193,-3.883924791,-8.194033097,-49.37576023,4.989157221,-23.17408069,,,
1.623999995,50,38.39836131,58.78558095,0.291712675,-20.89534182,-36.52603721,-16.83351199,1.344165959,-1.389852594,-2.324996372,-4.674946877,-35.89893705,-3.929852417,-6.412535048,-45.315666,4.63262266,-23.47691029,,,
1.627999994,50,48.61315982,61.45121023,-5.446830646,-21.86385567,-38.32391813,-19.18077006,1.539965983,-2.406493818,-2.953097508,-4.225655505,-34.10508334,-4.058723954,-4.50021666,-41.62154544,4.227777958,-23.42949153,,,
1.631999994,51,55.4804684,64.04540578,-11.89496454,-22.20466792,-39.56017869,-18.13687361,2.232762869,-2.355415041,-3.980427268,-4.96390218,-31.15604202,-4.558124595,-2.830390289,-39.51489239,3.593324052,-23.20262379,,,
1.635999994,51,56.02138138,65.43465345,-18.4049202,-22.12503391,-40.52845813,-14.93785966,2.038583479,-2.431073086,-5.911908507,-7.5845025,-27.95170208,-5.849404756,-2.151794271,-39.244721,2.485484325,-23.14320559,,,
1.639999994,51,50.35958084,65.14305475,-24.67723713,-21.94394128,-41.81297004,-11.96258152,-0.474942581,-4.285279468,-9.230606141,-12.0404679,-25.41135645,-8.119799226,-3.092187034,-40.0027513,0.832263739,-23.79923235,,,
1.643999994,51,41.20241754,63.63438692,-30.67619182,-21.9976574,-43.9585183,-11.54674456,-5.714532869,-8.739390653,-13.84864399,-17.44782582,-24.11214556,-11.13932726,-5.723038237,-40.70304344,-1.087419551,-25.56877336,,,
1.647999994,51,31.69793189,61.66729212,-36.57755759,-22.89708489,-47.32944629,-14.75764193,-12.74094257,-15.15353892,-19.06819434,-22.69255157,-24.37354238,-14.46510859,-9.618067187,-40.98728295,-2.659804349,-28.32625467,,,
1.651999994,51,23.69484669,59.54020874,-42.47818613,-25.57339982,-52.05220394,-20.82042842,-19.8010144,-21.74893023,-23.85567076,-26.86084035,-26.44908002,-17.73137384,-14.16709886,-41.50463062,-3.158698056,-31.51850373,,,
