Time,Epoch,Fp1,FP2,F3,Fz,F4,T7,C3,Cz,C4,T8,P3,Pz,P4,PO7,PO8,Oz,Event Id,Event Date,Event Duration
26.69599991,834,0.160230875,-13.13200256,-6.764422483,-12.62149006,4.624664258,2.752406202,14.79075096,18.49957792,11.5548585,3.572845181,3.437742212,17.88658152,9.330635297,-6.101129343,-8.765879565,55.27015057,,,
26.69999991,834,-4.909814427,-18.02431519,-7.103572264,-16.7880596,2.935125834,5.43511616,12.31171363,12.96140866,8.968786352,2.347138016,2.085051666,15.43633891,6.309377095,-7.715908207,-9.407922636,56.02529653,,,
26.70399991,834,-9.512127451,-22.30455261,-7.783341569,-20.56335562,1.2200596,7.674327554,7.466394186,6.759446826,5.076843767,-0.05882655,0.992601415,12.99867647,2.764692967,-9.346848093,-10.55237338,55.29892943,,,
26.70799991,834,-11.91171531,-24.45277324,-9.1391981,-22.17747511,0.492176578,8.190856585,1.331173377,1.478191263,0.912061023,-2.451668524,1.050496412,11.42040488,-0.158854226,-9.533702857,-11.9824049,54.09539618,,,
26.71199991,834,-11.55241431,-23.73621265,-11.16575855,-20.88046015,1.115573376,6.681086984,-4.189591647,-1.380605848,-2.412699094,-3.534283282,2.569213989,11.20639004,-1.662173694,-7.540879127,-12.91377086,53.27035413,,,
26.71599991,834,-9.400840867,-20.91919427,-13.41666567,-17.41454756,2.652406984,3.998430799,-7.370862755,-1.306102615,-4.231070014,-2.686794253,5.194074714,12.25091856,-1.610163935,-3.731588927,-12.51046717,52.93724246,,,
26.71999991,835,-7.361662637,-17.85160405,-15.21258969,-13.52680472,4.114834421,1.356696627,-7.745430184,0.616558646,-4.754243766,-0.50930512,8.093750996,13.80930887,-0.654071013,0.612431105,-10.53626154,52.27481145,,,
26.72399991,835,-6.996201429,-16.1759935,-15.98822853,-10.87788787,4.531284568,-0.646405096,-6.263331869,2.166694704,-4.910484283,1.551606091,10.31522176,14.89266514,0.107847834,3.955306553,-7.478750693,50.08951507,,,
26.72799991,835,-8.442843715,-16.21567318,-15.53858235,-10.07061782,3.544479369,-2.20989651,-4.479316861,1.345155617,-5.618650425,2.290439225,11.31769376,14.96927562,-0.079086544,5.438225832,-4.121240685,45.93472379,,,
26.73199991,835,-10.47062546,-16.97481818,-14.16036035,-10.52405504,1.542170156,-3.793630068,-3.712444574,-2.618504364,-7.259517317,1.469686445,11.28843535,14.25091933,-1.152697461,5.348263548,-1.115218296,40.72663219,,,
26.73599991,835,-11.6065463,-17.17719245,-12.6488975,-11.23119293,-0.784657952,-5.671456511,-4.747358398,-9.359452277,-9.815001867,-0.457307259,10.79403861,13.15445294,-2.654632022,4.653574963,1.119876496,36.08320782,,,
26.73999991,835,-11.29480158,-16.34848272,-11.95045593,-11.5878842,-2.911913368,-7.878848858,-7.758794383,-17.92410858,-13.17353544,-3.056840687,10.11666444,11.63996955,-4.428000603,4.166112988,2.355231766,33.05251955,,,
26.74399991,835,-10.19913374,-15.01623055,-12.58122686,-11.54446736,-4.530451417,-10.34271851,-12.20537131,-26.96073631,-17.02719925,-6.177169444,9.084446694,9.326943027,-6.627330792,4.215870314,2.60557611,31.58460614,,,
26.74799991,835,-9.645310689,-14.02820608,-14.36457876,-11.29728503,-5.454589825,-13.07473354,-16.9904056,-34.81928282,-20.70525214,-9.745654445,7.459996356,6.136972564,-9.210322761,4.875916301,2.242720954,31.05754671,,,
26.75199991,836,-10.69395104,-13.75017504,-16.7463892,-11.20801294,-5.822082738,-16.2471003,-21.03533456,-40.14852119,-23.51771914,-13.62768345,5.174833095,2.489667678,-11.84122355,6.088044791,1.988584346,30.96058679,,,
26.75599991,836,-13.37503317,-13.81887261,-19.22657117,-11.9237417,-6.275443743,-19.87445117,-23.82250794,-42.64916255,-25.27959149,-17.61693881,2.173618261,-1.117835853,-14.30946779,7.487458622,2.626510298,31.07171062,,,
26.75999991,836,-16.66479057,-13.54828682,-21.43539264,-14.08308042,-7.53799499,-23.40559083,-25.45241419,-43.13612292,-26.32082829,-21.32230803,-1.601838483,-4.428326834,-16.70428431,8.437675973,4.461711576,31.32370025,,,
26.76399991,836,-19.3882604,-12.6542531,-23.09291995,-17.68963618,-9.717391989,-25.97959849,-26.35207305,-42.88760831,-27.12274667,-24.16632015,-5.960542644,-7.364975867,-19.16800826,8.465216336,6.911531845,31.5994054,,,
26.76799991,836,-21.21079052,-11.74304822,-24.2430475,-21.98789394,-12.26346346,-27.30754837,-27.05586515,-43.0491768,-28.16457707,-25.78182412,-10.48935199,-10.01954796,-21.81185538,7.530289522,8.690416382,31.43627077,,,
26.77199991,836,-22.65305727,-12.03495901,-25.4325927,-26.04648103,-14.5788522,-28.12535483,-28.07621728,-44.39848305,-29.87836315,-26.37799463,-14.91800473,-12.72550567,-24.87673875,5.845195938,8.584903138,29.94242399,,,
26.77599991,836,-24.31679168,-14.450009,-27.30448166,-29.33841981,-16.38501724,-29.6045733,-29.60931204,-47.10186967,-32.3059825,-26.52672701,-19.22839584,-15.79478781,-28.61119707,3.686048957,6.254833269,26.30075728,,,
26.77999991,836,-26.38829266,-18.94734409,-29.91019901,-31.8456343,-17.55349968,-32.29426133,-31.19623418,-50.40652761,-34.7394184,-26.64610452,-23.38241217,-19.04528276,-32.83024666,1.438180312,2.4684017,20.51458955,,,
26.78399991,837,-28.68077464,-24.63725472,-32.46323211,-33.83125715,-17.91724825,-35.39392957,-31.72685363,-52.70358463,-35.85419609,-26.73651974,-27.12300964,-21.69909948,-36.66657599,-0.411729891,-1.332127179,13.7409064,,,
26.78799991,837,-30.70167026,-30.20326748,-33.69668309,-35.52318053,-17.33502727,-36.83838923,-29.97137714,-52.20060811,-34.28076038,-26.41217074,-30.06429163,-22.79924615,-38.80305258,-1.460599376,-3.772564631,8.005916177,,,
26.79199991,837,-31.79343904,-34.22643342,-32.59384341,-36.95609023,-15.85882322,-34.53630374,-25.54574639,-47.99984629,-29.35979353,-25.14927754,-31.94831533,-21.85579602,-38.14463898,-1.58618536,-4.166769379,5.30637747,,,
26.79599991,837,-31.62933281,-35.62693505,-29.15680778,-38.11403072,-13.82378808,-28.17357955,-19.65029365,-40.91589558,-21.8142028,-22.73967148,-32.84000614,-19.29515898,-34.58425923,-0.999502723,-2.730637702,6.389641897,,,
26.79999991,837,-30.50732912,-34.20931957,-24.55600251,-39.08659637,-11.69138639,-19.82429338,-14.5389242,-33.16026601,-13.70486899,-19.55451562,-32.96984912,-16.22757721,-29.17681535,-0.045538054,-0.283941299,10.23295456,,,
26.80399991,837,-28.96307065,-30.83722988,-20.31332814,-39.94681731,-9.724720945,-12.54454382,-11.86253064,-26.94602987,-7.369018385,-16.27311599,-32.31037433,-13.62174368,-23.47296765,1.094499192,2.323664574,14.86828909,,,
26.80799991,837,-27.36012065,-27.05157748,-17.27564154,-40.55542312,-7.900022301,-8.336233349,-11.57624999,-23.27865571,-4.158403545,-13.43448572,-30.46437316,-11.75767638,-18.67925376,2.431967436,4.574281786,18.64799227,,,
26.81199991,837,-26.01517374,-24.334794,-15.31937094,-40.50621805,-6.098346771,-7.221154437,-12.37702716,-21.76924229,-3.938356176,-11.22542392,-27.05506438,-10.38596651,-15.24097902,3.985821902,6.255614016,20.75438784,,,
26.81599991,838,-25.27781733,-23.29308448,-13.68276359,-39.07877321,-4.128520888,-7.670036004,-12.75961003,-21.04322992,-5.358375446,-9.38331266,-22.05211603,-8.98558459,-12.72346794,5.821377659,7.334331056,21.06032283,,,
26.81999991,838,-25.07442412,-23.22717398,-11.34030549,-35.23855913,-1.534034187,-7.672543202,-11.67009617,-19.3144185,-6.501572725,-7.198073354,-15.61057086,-6.710260246,-9.917258387,8.304483614,7.914531147,20.05279836,,,
26.82399991,838,-24.51094888,-22.57684521,-7.381066601,-28.03694315,2.291335568,-5.852491303,-8.831746407,-15.26614041,-5.771251987,-3.9682447,-7.748215501,-2.521798692,-5.474197456,12.07960082,8.147245098,18.84184329,,,
26.82799991,838,-22.28455326,-20.03252477,-1.566559528,-17.40071391,7.53117612,-2.180889383,-4.914635454,-8.928169622,-2.723325711,0.219411082,1.612373832,4.139965559,1.084650907,17.58656674,8.097167758,18.81393879,,,
26.83199991,838,-17.74771016,-15.42748311,5.285545445,-4.688980165,13.49771305,2.182818303,-1.18410106,-1.657556226,1.756996135,4.250339799,12.20213842,12.72085817,8.851337454,24.49319626,7.829019319,20.87051505,,,
26.83599991,838,-11.74211772,-9.76625894,11.64635957,7.609386773,18.84904149,5.935006076,1.390883745,4.941933478,6.137697312,6.765756253,23.03052923,21.65720688,16.05199353,31.55795727,7.689530714,24.7096898,,,
26.83999991,838,-6.412426009,-4.51075622,16.25426419,17.057429,22.36366988,8.701399282,2.784298006,10.14885576,9.218192746,7.27654021,32.58299741,29.16825599,21.16432102,37.17590361,8.308371409,28.75329483,,,
26.84399991,838,-3.943662787,-0.647176162,18.93376258,22.64943723,23.71253818,11.11950597,3.708748569,14.29517542,10.68380877,6.551125222,39.62853791,34.129349,23.75910744,40.35071501,10.07908667,30.99489256,,,
26.84799991,839,-4.987635849,1.923368838,20.56526694,25.40137421,23.68210436,13.97728434,4.958743893,18.08857893,11.04343438,6.076872657,44.029735,36.51354632,24.58940313,41.34833775,12.62395303,30.32108937,,,
26.85199991,839,-7.891328447,4.212288514,22.27774193,27.62504384,23.65202712,17.48213406,7.053614277,21.98108506,11.21620792,7.180959345,46.78497339,37.2265043,25.02515198,41.4457769,14.91645293,27.32780973,,,
26.85599991,839,-9.479438324,7.226375973,24.56451358,31.3765809,24.69081006,21.32725875,10.25447172,26.08038708,12.04415138,10.33197386,49.18853697,37.46818288,26.24843876,42.01534329,16.01024245,23.96829297,,,
26.85999991,839,-7.099728005,11.13687994,26.98762549,37.23360268,26.98977438,25.08411674,14.51139497,30.27429075,13.90282537,14.88276452,51.85355732,38.02651281,28.67297332,43.72266824,15.65314676,22.28963393,,,
26.86399991,839,-0.443312756,15.3524238,28.61355452,44.20917125,30.02973899,28.27541342,19.29044547,34.24317686,16.61590174,19.47935138,54.44634539,38.99102621,31.88137858,46.32328073,14.29069025,23.1852284,2,26.8671875,0
26.86799991,839,8.386222258,19.23724385,28.82395817,50.63997957,33.1534839,30.28852177,23.72124221,37.60853547,19.77638845,23.03584934,56.22024313,40.05192967,35.05213567,48.95683536,12.67295402,25.97326224,,,
26.87199991,839,16.45695221,22.52219893,27.91210939,55.22316695,35.93158038,30.63112936,27.14232829,40.30055016,23.18855444,25.54272173,56.68088603,40.97814913,37.52817754,50.5635379,11.50680774,28.88411968,,,
26.87599991,839,21.69322698,25.09171597,26.97173848,57.53346725,38.11020069,29.42810993,29.45511104,42.58066514,26.95081903,27.95606929,55.78791377,41.70677468,39.11111129,50.21086122,11.24054858,29.97629215,,,
26.87999991,840,23.57429948,26.77251275,27.1153983,57.9812946,39.43557477,27.5324474,30.90497762,44.5105322,31.09258029,31.30910088,53.78373672,42.06367056,39.98124441,47.44705705,11.86833078,28.05434459,,,
26.88399991,840,22.98589005,27.64310042,28.68139314,57.50261206,39.67911464,25.96285785,31.71105248,45.64352521,35.2131836,35.92953824,51.0467204,41.67813929,40.50101851,42.70221272,12.86825574,23.29611228,,,
26.88799991,840,21.59617891,28.46892214,31.09077196,57.14468288,38.85253736,25.14361743,32.06749375,45.5228875,38.56836672,41.34902713,48.04454998,40.3356218,41.11940354,37.31704786,13.48548361,17.21355066,,,
26.89199991,840,20.96365367,30.53093098,33.38663111,57.64700606,37.3826851,24.71639873,32.40139985,44.40052968,40.56819014,46.70835097,45.27589787,38.3715754,42.3192583,32.92466365,13.24981456,11.89719672,,,
26.89599991,840,21.89470393,34.8467337,34.94186056,59.199987,36.03784429,24.15493168,33.46358539,43.30584495,41.27191381,51.17145017,43.21509304,36.64073415,44.45880349,30.61165879,12.32770642,9.082682582,,,
26.89999991,840,24.49245428,41.47379241,35.78758888,61.45262734,35.55471777,23.52384545,36.06494516,43.41477938,41.47157143,54.13416891,42.20159705,36.015247,47.508507,30.46348783,11.40669261,9.48639855,,,
26.90399991,840,28.49630006,49.35950637,36.39395704,63.69928207,36.20686293,23.51737197,40.54474202,45.25789219,42.24627484,55.31640298,42.16251907,36.78216557,50.89929851,31.66894301,11.1526591,12.46517753,,,
26.90799991,840,33.23348352,56.71173461,37.1899789,65.22221933,37.71926512,24.74755448,46.3066567,48.27512921,44.26430238,54.82489154,42.41860885,38.43384319,53.71617327,33.03246917,11.64916639,16.21683429,,,
26.91199991,841,37.38522849,61.7607189,38.2300016,65.6627861,39.58660157,27.05187701,51.91382254,51.04533713,47.33683391,53.09627673,41.95967034,39.99898694,55.14230143,33.5586762,12.33025705,18.73030283,,,
26.91599991,841,39.39874228,63.6403986,39.15712655,65.08223106,41.38251349,29.43937316,55.85648266,52.13036074,50.53464765,50.67271406,40.04494729,40.5647845,54.79221681,32.70091746,12.4775567,18.92928121,,,
26.91999991,841,38.59825091,62.78915535,39.40391122,63.63666595,42.79372432,30.75647284,57.40860357,50.91806115,52.71866212,48.03837157,36.59700261,39.60399006,52.77740059,30.23971373,11.78496311,17.06067016,,,
26.92399991,841,35.91156316,60.47319983,38.57097332,61.32571746,43.60974023,30.73027766,56.88113787,47.84765426,53.07647865,45.71947939,32.16504898,37.05968246,49.62089338,26.215431,10.51906331,14.07487486,,,
26.92799991,841,33.33274615,57.8602995,36.83239484,58.21224892,43.88518687,30.4835668,55.23435756,44.0391603,51.41315019,44.42603075,27.64928596,33.31353,46.08660276,21.16539143,9.268839635,10.69573501,,,
26.93199991,841,32.53521111,55.49647734,35.01713267,54.81755505,44.0230449,31.66741062,53.53842905,40.72701492,48.20459627,44.8523917,23.97328799,29.08210876,42.91836626,16.31339877,8.532580276,7.108416333,,,
26.93599991,841,33.77277639,53.45553238,34.13415011,52.00881502,44.42269905,34.82924019,52.57617564,38.70017755,44.42235524,47.15740904,21.70236379,25.16920502,40.55154491,13.14484496,8.387072884,3.42325426,,,
26.93999991,841,35.83027598,51.66621901,34.63584638,50.25280057,44.87247846,38.76024707,52.52044962,37.84100291,41.07228021,50.5963514,20.66792167,22.04672677,38.88166957,12.37868248,8.465162145,0.079442807,,,
26.94399991,842,37.05533572,50.04652972,36.09007228,49.0386873,44.39832133,41.46341971,52.7881459,37.09196583,38.64102901,53.74170132,19.94550852,19.52503438,37.22767924,13.2250179,8.298053713,-2.489011673,,,
26.94799991,842,36.8005314,48.66145185,37.62799642,47.29351611,41.99431195,41.62566465,52.43550574,35.1410957,36.91838184,55.22026292,18.48768616,16.92710024,34.69828701,13.84932795,7.725286217,-4.434694947,,,
26.95199991,842,36.1212376,47.98592324,38.77512241,44.49787259,37.67418575,39.35837122,50.98271261,31.46907177,35.37560027,54.42280693,16.09000272,13.77431761,30.90889289,12.82405679,6.975234658,-6.421773764,,,
26.95599991,842,37.02823504,48.80849742,39.86335639,41.37262829,32.7965023,35.93228257,48.83163195,26.85506647,33.67745654,51.69624435,13.862448,10.41099072,26.50076769,10.31482992,6.388958409,-8.921255588,,,
26.95999991,842,40.91384889,51.5771838,41.65461603,39.48230568,29.30628406,32.84377846,46.75430661,22.81792968,31.81056201,47.94226193,13.66617308,7.94171067,22.86405136,7.97841426,6.15045472,-11.77689245,,,
26.96399991,842,47.47762996,55.76482656,44.58538022,40.12253509,28.5027505,30.81456577,45.0592379,20.44422773,29.81699912,43.86884689,16.80816784,7.406125607,21.13939954,7.675409601,6.298673222,-14.56473164,,,
26.96799991,842,54.83867969,59.88765854,48.25346813,43.32503726,30.16609056,29.4425005,43.3513344,19.5572336,27.49586977,39.35167546,22.95110929,8.814267926,21.30199519,10.07140778,6.874431508,-17.22838916,,,
26.97199991,842,60.53683366,62.19370336,51.38720441,47.62551786,32.53522868,27.81275551,40.93260676,18.83856701,24.36047754,33.45501588,30.095611,10.9051128,22.07409438,14.21763202,7.899260977,-20.20096594,,,
26.97599991,843,62.72137716,61.5600345,52.29139334,50.73399436,33.19836574,25.49177373,37.25979077,16.78945712,19.95960965,25.26473491,35.60121967,11.90646721,21.6785811,18.23217687,9.208427189,-23.9484295,,,
26.97999991,843,60.98049731,58.01592215,49.69859576,50.66408713,30.42716932,22.80320144,32.19221262,12.80931877,14.4302823,14.91265235,37.39806673,10.64440239,18.86737744,20.30797327,10.43940779,-28.4479928,,,
26.98399991,843,56.59727175,52.56585355,43.60505427,46.58278083,24.09806918,20.04311438,26.15589247,7.59017125,8.789344914,3.902952332,34.6456561,7.095704765,13.60738478,19.39177068,11.25600753,-32.97057058,,,
26.98799991,843,52.03871143,46.5479775,35.39579934,38.9165102,15.63454189,16.7255756,20.1468513,2.594981637,4.502222926,-5.545097037,27.75287949,2.117461861,7.033030889,15.43247659,11.52449774,-36.30185389,,,
26.99199991,843,49.42661202,40.99098805,27.00554523,28.8157896,7.113936857,11.93776985,15.25121704,-0.972178586,2.485583535,-11.68215966,17.96647604,-3.278254948,0.614625495,9.150082148,11.21523452,-37.55490663,,,
26.99599991,843,48.64442621,36.13099865,19.6863146,17.45714063,0.114593962,5.306819513,11.79287882,-3.051362043,2.279336196,-14.21202357,6.698837054,-8.635525104,-4.969772871,1.300057494,10.1911124,-37.30622464,,,
26.99999991,843,46.94408866,31.15391351,13.31887869,5.700068206,-5.008076996,-2.532966073,8.916545996,-4.827854531,2.146401977,-14.41999906,-5.005656906,-14.2724038,-10.29141309,-7.920789136,8.210233726,-37.86238833,,,
27.00399991,843,41.00059276,24.44099955,6.773581479,-5.735638022,-8.927316136,-10.1950314,5.211499451,-7.842345141,0.219891402,-14.26838986,-16.38049099,-20.67068898,-16.37794831,-18.47076687,5.167183091,-41.70956231,,,
27.00799991,844,29.64278965,14.40765142,-1.032909618,-16.00421468,-12.49567264,-16.22583158,-0.150523613,-12.8216124,-4.172595739,-15.14838595,-26.46013591,-27.52143566,-23.39895284,-29.46380873,1.253461615,-49.24349043,,,
27.01199991,844,14.66336775,0.530027312,-10.23410113,-24.30733591,-16.12845261,-19.92465803,-6.833442578,-19.27223239,-10.16281791,-17.29082313,-34.05269081,-33.52594834,-30.21391988,-38.98693813,-3.140480269,-58.07672654,,,
27.01599991,844,-0.702964507,-16.03766101,-19.85807143,-30.3899702,-19.89812824,-21.70621757,-13.63900381,-25.98899038,-16.15593178,-20.06711923,-38.37850585,-37.27752498,-35.18417098,-45.16810766,-7.576934423,-64.61054806,,,
27.01999991,844,-14.03710792,-32.76650488,-28.43776919,-34.86140614,-23.98371418,-22.6382473,-19.24453328,-31.77153867,-20.93337242,-22.67406659,-39.74346408,-38.37639151,-37.41656837,-47.47844073,-11.58328578,-66.4335257,,,
27.02399991,844,-25.12168623,-47.08745397,-34.93946197,-39.13613932,-28.89549963,-23.6981675,-22.95898254,-35.87228741,-24.20783492,-24.7685582,-39.71976384,-37.87784608,-37.50958534,-47.24151095,-14.65089581,-63.92322451,,,
27.02799991,844,-35.51687967,-57.93093455,-39.33519708,-44.93790027,-35.19052964,-25.40598633,-25.1639385,-38.2151715,-26.44478334,-26.75371689,-40.68453256,-37.79015303,-37.34523599,-47.03455649,-16.39083881,-60.1592454,,,
27.03199991,844,-46.49193343,-66.13276693,-42.44015651,-53.34536467,-42.85923882,-27.77146206,-27.0257583,-39.41798826,-28.27378342,-29.41377417,-44.70320975,-39.83616794,-38.93648989,-49.20316705,-16.77197114,-58.90932273,,,
27.03599991,844,-57.33215237,-73.40414395,-45.33158833,-63.94811691,-51.01935806,-30.38502683,-29.60769782,-40.55406412,-30.08161584,-33.14553186,-52.27185232,-44.29300321,-43.08205967,-54.40073387,-16.24867366,-61.85895293,,,
27.03999991,845,-66.10342849,-80.96702038,-48.88960291,-75.01443707,-58.39573305,-32.76917386,-33.21880469,-42.69129246,-32.11809678,-37.58807273,-61.9515742,-49.94559134,-48.96327472,-61.34898004,-15.64352329,-67.44142745,,,
27.04399991,845,-71.8991814,-88.82174713,-53.53357015,-84.6502417,-64.20341317,-34.75876062,-37.4697938,-46.31525267,-34.70016452,-41.95083205,-71.2777374,-55.17301165,-54.93048264,-67.97142135,-15.76058858,-72.30305295,,,
27.04799991,845,-75.64144567,-95.72093927,-59.01191704,-91.8866672,-68.59332254,-36.47554007,-41.65127831,-50.94169279,-38.01284262,-45.5471035,-78.13373677,-59.01840364,-59.58975252,-72.76398142,-16.94611802,-73.81176281,,,
27.05199991,845,-78.81006281,-99.90159951,-64.42801609,-96.91683369,-72.35293762,-38.07867094,-45.06331785,-55.4057272,-41.81176427,-48.1170019,-81.61783158,-61.41437859,-62.3851077,-75.36582033,-18.98868664,-71.46912649,,,
27.05599991,845,-82.17820592,-100.53436,-68.6691734,-100.6243995,-76.21652408,-39.71072795,-47.33226916,-58.73622721,-45.52640992,-49.88839569,-82.14035192,-62.8226741,-63.60041239,-76.29362948,-21.44858347,-66.71326166,,,
27.05999991,845,-85.81426274,-98.78525771,-70.92668949,-103.8862848,-80.27996344,-41.52329255,-48.57147577,-60.71429045,-48.53580342,-51.32415885,-80.93697048,-63.80174578,-63.96447639,-76.34736365,-24.02336389,-61.8178608,,,
27.06399991,845,-89.61490223,-97.22104514,-70.93600118,-107.0393577,-83.90523222,-43.44555039,-49.09808949,-61.60926578,-50.24751564,-52.68129189,-79.31200158,-64.65175601,-64.09557847,-76.14656382,-26.60602122,-58.5846431,,,
27.06799991,845,-93.55883628,-97.96285092,-68.95634201,-109.7881711,-86.19498911,-44.73866448,-48.98409673,-61.67758895,-50.1976728,-53.81849213,-78.06065441,-65.21674183,-64.16697705,-76.0064294,-29.13111325,-57.38261445,,,
27.07199991,846,-97.65851189,-101.3043717,-65.64693309,-111.5498293,-86.61361417,-43.9397405,-48.0720986,-61.05500287,-48.3660133,-54.41192845,-77.3755408,-65.00499814,-63.97831016,-76.02882285,-31.44574474,-57.12034788,,,
27.07599991,846,-101.7245508,-105.8280214,-61.88390639,-111.8972884,-85.22891124,-39.86775009,-46.43335731,-59.86487051,-45.34529224,-54.23944669,-77.0701238,-63.56979859,-63.1923737,-76.13389604,-33.29513533,-56.23799021,,,
27.07999991,846,-105.146906,-109.50972,-58.53374654,-110.7683166,-82.5305922,-33.11643356,-44.57775897,-58.18490108,-42.05731999,-53.23853122,-76.75318397,-60.82062498,-61.47672631,-75.98767175,-34.44551148,-53.87362794,,,
27.08399991,846,-107.1571765,-110.7246589,-56.21206592,-108.4131178,-79.14145614,-26.25393266,-43.152669,-55.98573737,-39.2600831,-51.36650663,-75.91508632,-57.05568215,-58.61292967,-75.04834799,-34.88782693,-50.21937591,,,
27.08799991,846,-107.5570769,-108.7304187,-55.09485829,-105.2353895,-75.60965377,-22.17412444,-42.63679907,-53.25867765,-37.24183181,-48.41691935,-74.11950976,-52.82095534,-54.68180747,-72.83368967,-34.9148565,-46.03198177,,,
27.09199991,846,-106.9636386,-103.8345338,-54.92467313,-101.5919217,-72.2534241,-22.24228009,-43.34845695,-50.19557193,-35.81052989,-43.9890925,-71.22803268,-48.73438183,-50.1555899,-69.18329811,-34.93099754,-42.02609579,,,
27.09599991,846,-105.914199,-97.24815547,-55.23680198,-97.5804018,-69.0337639,-25.76165936,-45.40935917,-47.16040787,-34.52055619,-37.78696896,-67.39283641,-45.2830698,-45.70693532,-64.29910785,-35.12989851,-38.68947369,,,
27.09999991,846,-103.7852121,-90.40451455,-55.56253476,-92.95853904,-65.51831232,-30.62136311,-48.43052232,-44.45931999,-33.05549831,-30.1118962,-62.80527276,-42.61301443,-41.84849123,-58.6023816,-35.31162785,-36.39108139,,,
27.10399991,847,-99.06965078,-84.02231906,-55.42480955,-87.274105,-61.01863053,-34.42471415,-51.35047276,-42.12500491,-31.51157902,-22.07812933,-57.41492868,-40.39339509,-38.64143934,-52.46769225,-34.98034691,-35.2582609,,,
27.10799991,847,-90.95116665,-77.70358458,-54.32095712,-80.0867886,-54.92913041,-35.6024201,-52.86743461,-39.8724303,-30.27554561,-15.25896297,-50.83123495,-37.88196639,-35.63541881,-45.9146654,-33.62778396,-34.78706721,,,
27.11199991,847,-80.37591964,-70.43534196,-51.88565261,-71.12473247,-47.09165444,-33.85993905,-52.22186202,-37.22683206,-29.57633885,-10.9711167,-42.51843559,-34.26139264,-32.12491307,-38.52690719,-30.99198275,-33.89758857,,,
27.11599991,847,-69.31647793,-61.44311117,-47.98763906,-60.299585,-37.83596241,-29.71011163,-49.59626149,-33.69550914,-29.12276533,-9.588099854,-32.12029407,-29.01153077,-27.5561214,-29.68030231,-27.1506704,-31.61817454,,,
27.11999991,847,-59.11246527,-50.69034804,-42.55071211,-47.67018548,-27.69101624,-23.89913806,-45.71417813,-28.86670531,-28.10967685,-10.20342293,-19.64052045,-22.00076622,-21.73088073,-18.8165789,-22.42335347,-27.51834113,,,
27.12399991,847,-49.87154915,-38.99383439,-35.47823198,-33.59858972,-17.25961412,-17.46499986,-41.12440864,-22.53347848,-25.62942081,-10.99056405,-5.555403339,-13.45844745,-14.79032991,-5.738120685,-17.16099789,-21.55066746,,,
27.12799991,847,-41.38241411,-27.96250381,-27.04450234,-19.06967622,-7.426026398,-11.9644633,-36.05005617,-15.00254663,-21.33705958,-10.33326586,8.979904055,-4.170188525,-7.274188887,8.890874386,-11.61053586,-14.09551103,,,
27.13199991,847,-33.91742825,-19.534265,-18.32261059,-5.677181064,0.642747173,-9.026683545,-30.89929315,-7.389579346,-15.93493783,-7.990283564,22.15931169,4.355178041,-0.206554579,23.23874381,-5.975130356,-6.370438813,,,
27.13599991,848,-27.69248111,-14.90987692,-10.95350938,5.026780748,6.033387147,-9.267428043,-26.63591073,-1.428394956,-10.98900049,-5.207091559,32.15874578,10.30289013,5.173437791,34.92555141,-0.543710664,-0.229223954,,,
27.13999991,848,-21.91143203,-13.44924783,-6.305460795,12.39499209,8.677522062,-11.52514249,-24.42361575,1.32536159,-8.077163917,-3.589447796,38.04442245,12.50772651,8.052497306,42.40511054,4.294846444,2.921811196,,,
27.14399991,848,-14.97048303,-12.61043125,-4.7454537,17.08753913,9.412409157,-13.40420062,-24.82985532,0.40716463,-7.846058277,-3.775972421,40.27283787,11.27410786,8.585650125,45.97652633,8.14270367,3.051296218,,,
27.14799991,848,-5.824930733,-9.416276111,-5.538638633,20.74324036,9.507117459,-12.96190478,-27.2816463,-3.151251396,-9.638140983,-5.065573515,40.46523503,8.41773724,7.902219773,47.54244649,10.71047954,1.472133092,,,
27.15199991,848,4.899973902,-2.48366355,-7.26744855,25.09889405,10.0051745,-10.07563623,-30.1738551,-7.158588201,-11.91018168,-6.148541823,40.54305133,6.35145734,7.498912913,49.28570127,11.96625012,0.082052388,,,
27.15599991,848,15.194581,7.136682318,-8.403527468,31.04348989,11.24713083,-6.282295094,-31.54074081,-9.149795236,-13.08908306,-6.129993536,41.62540341,6.707006618,8.353761411,52.25548636,12.23652934,0.408658058,,,
27.15999991,848,23.12298549,16.96828114,-7.834674214,38.24819342,12.87521968,-3.447297106,-29.96319141,-7.423394707,-12.30146423,-5.002042083,43.44211053,9.487650429,10.37099067,55.87974004,12.06168803,2.832198218,,,
27.16399991,848,28.14303213,24.80376428,-5.270135119,45.64313839,14.32357151,-2.484887705,-25.35529812,-1.793670646,-9.666202981,-3.390735448,44.78524058,13.38717358,12.56526202,58.61626611,11.83818856,6.356739469,,,
27.16799991,849,31.22753215,29.62466301,-1.374152964,52.23595376,15.33694546,-2.922875193,-19.18472436,6.290723003,-6.13634552,-1.974064146,44.54945027,16.85600225,13.78942745,59.04477842,11.60292257,9.167551111,,,
27.17199991,849,33.9936992,31.56868542,2.53591077,57.49564231,16.04198131,-3.46371121,-13.71450805,14.41384246,-2.97084122,-1.046173462,42.37179816,18.95308767,13.44587548,56.59202531,11.17893382,9.721089383,,,
