bq,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0.14192,1.4386,0.37799,0.12197,0.54941,0.54313,1.4335,0.41492,0.93112,1.25,0.82295,2.1693,0.63534,0.80782,0.72162,0.51363,1.0417,0.71504,1.3218,1.1994,0.83824,0.82974,1.3944,0.77771,0.91848,1.1173,1.0124,1.2429,1.0287,0.89478,0.91293,1.1308,1.2823,0.94282,1.4105,1.4261,0.83007,1.1896,0.49649,1.0537,0.74846,0.92189,0.86128,0.80686,1.0218,1.3799,1.1137,0.90223,0.70387,0.66833,0.68866,0.7763,1.9858,0.31951,0.47995,0.52025,0.38715,0.87966,1.4495,2.9895,1.6372,0.82138,1.0887,0.67718
0,0.11276,0.84547,0.50152,0.6382,0.52431,0.65417,0.64408,0.41212,0.35738,0.50369,1.239,2.4752,0.51109,0.77908,0.75032,0.89556,0.36726,0.61771,0.66441,1.3234,0.98981,0.99749,1.2189,0.70556,0.87455,1.3355,0.97661,1.1616,1.0552,0.84697,1.0832,1.1096,1.3736,1.0123,1.2183,1.3095,0.69578,1.3033,0.43259,1.3175,0.77354,0.75198,0.84248,0.95292,1.1684,1.5767,1.1651,0.96707,0.84021,0.71505,0.58147,1.24,2.4646,0.46911,1.0746,0.64605,0.27339,0.31277,1.5303,2.5464,1.1887,1.931,0.73568,0.69631
0,0.12581,0.38021,0.7308,0.94459,0.53643,0.64283,0.27455,0.55263,0.22058,0.31678,0.42174,2.7869,0.3662,1.2114,0.36586,1.0416,0.42206,0.70247,0.67233,1.1588,1.2417,1.0626,1.311,0.94198,0.81308,1.0775,1.0884,1.3075,0.92124,1.0059,1.1288,1.1725,1.1175,1.111,1.3398,1.5196,0.79418,1.2651,0.5236,0.95153,0.73054,0.75158,0.74712,0.86462,1.0418,1.6492,1.092,0.99601,0.80853,0.77329,0.72429,0.88655,1.9259,0.72705,0.68162,0.46271,0.26753,0.60665,1.5668,1.9252,0.64369,4.1192,0.38414,0.51885
0,0.41296,0.17559,1.3083,0.84302,0.47041,0.388,0.27426,0.59038,0.28237,0.60188,0.74509,2.1188,0.39688,0.75004,0.5664,0.56722,0.37291,0.75849,0.81652,1.1108,1.1168,1.1417,1.408,1.0834,1.0227,1.1716,1.0221,1.24,0.97518,0.98445,0.8454,1.096,1.3254,1.1037,1.3078,1.3606,0.81206,1.1384,0.48991,1.1684,0.71313,0.83147,0.78909,0.8939,1.2366,1.3775,0.89052,1.1243,1.1071,0.71182,1.1804,0.66756,0.93265,0.96832,0.43581,0.40864,0.25836,0.91563,1.1419,1.2751,0.31339,4.121,0.12509,0.27423
0,0.4497,0.13275,0.85453,0.5247,0.42563,0.52824,0.52251,0.36635,0.45485,0.48032,0.8103,0.59708,0.44623,0.63927,0.61637,0.63263,0.87314,0.72861,0.8523,1.1354,1.1074,1.1329,1.3038,0.8734,0.85876,1.0841,0.97443,1.1923,0.9024,1.1817,0.95169,1.1439,1.1759,1.0884,1.4443,1.3329,0.82565,1.3581,0.49089,1.1334,0.83687,0.80858,0.70204,0.84187,1.0302,1.6414,0.89339,0.9026,0.92103,0.7601,0.99896,0.54506,0.38352,2.4883,0.29902,1.5523,0.27106,1.9854,0.72172,1.2079,0.30168,4.5814,0.083707,0.21786
0,0.5523,0.16197,0.61541,0.44845,0.65076,0.8498,0.32045,0.29787,0.30348,0.78155,1.6075,0.42678,0.59778,0.54445,0.468,1.3724,0.78988,0.72477,1.0393,1.1725,1.0153,1.1969,1.1657,0.81039,0.77888,1.1511,1.0526,1.2329,0.99032,0.91258,0.86055,1.2398,1.0924,1.1165,1.4202,1.1026,0.84264,1.4009,0.4833,1.3251,0.78404,0.73517,0.79125,0.96966,1.2345,1.4183,0.9937,0.96027,1.0054,0.71937,1.1147,0.58057,0.37213,3.1629,0.43744,1.7509,0.27228,2.6576,0.44693,0.86298,0.3578,5.6061,0.073053,0.14232
0,0.58522,0.29277,0.36018,0.38189,0.30291,0.2081,0.36367,0.54164,0.35052,0.28568,1.9262,0.32673,0.99113,0.62857,0.33217,2.676,1.4923,1.1407,0.77143,1.2727,1.011,0.97345,1.4131,0.77831,0.82972,0.96834,1.0587,1.4223,0.88146,0.84512,0.79319,1.2748,1.2894,1.1396,1.5804,1.1898,0.82568,1.3778,0.43822,1.2642,0.83884,0.77659,0.93216,0.85735,1.102,1.6388,0.89979,0.96216,0.72192,0.67922,0.73404,0.50019,0.33039,1.9688,0.2871,2.3056,0.3447,2.1099,0.4072,0.7484,0.4233,4.3562,0.070111,0.091742
0,0.67631,0.38007,0.1686,0.12279,0.24859,0.23938,0.98299,0.31781,0.82347,0.5149,0.76365,0.3457,1.6645,0.59023,0.43726,3.981,1.4238,0.6954,0.82604,1.5169,1.0364,0.91775,1.3467,0.8096,0.8741,0.83589,1.058,1.3867,1.0891,0.90789,0.92861,1.168,1.2853,1.1046,1.2378,1.1722,0.8078,1.3021,0.51384,1.1878,0.67063,0.97426,0.62586,0.88755,1.0172,1.4556,0.91207,1.1821,0.75915,0.66545,0.65679,0.5663,0.4574,2.2515,0.52326,3.3942,0.39753,1.9926,0.21297,0.46831,0.57803,4.6074,0.16409,0.10199
0,0.21649,0.69674,0.10089,0.13557,0.90329,0.23966,1.384,0.47661,0.90941,0.54378,1.0426,0.98177,1.5947,0.50089,0.46552,3.6547,1.3706,1.1836,1.132,1.4371,1.1879,1.1473,1.4257,0.7668,0.79874,0.96581,1.3028,1.2951,0.9367,1.1566,0.85215,1.0488,1.2603,1.2173,1.6239,1.288,0.79746,1.2544,0.4229,1.2611,0.72596,0.91391,0.78885,0.83682,1.1318,1.4823,1.0968,0.88196,0.89406,0.86588,0.90923,0.53016,0.45041,2.8576,0.83162,4.5549,0.26669,2.9213,0.37666,0.82117,0.54152,5.8981,0.3834,0.071683
0,0.14082,2.6087,0.24136,0.14809,0.55418,0.70949,0.776,0.83235,0.33874,0.91033,0.62313,1.3314,1.2214,1.4627,0.48524,2.0526,1.3335,2.4396,1.7565,1.1532,1.1909,1.2459,1.3595,0.88101,0.89413,1.0872,1.1307,1.3053,0.9223,1.1668,0.93157,1.3629,1.2378,1.0087,1.3082,1.4035,1.0815,1.3427,0.52579,1.146,0.69531,0.90019,0.85752,0.82125,1.222,1.4395,0.95986,0.97147,1.1746,0.66459,1.0459,0.72496,1.0859,3.8832,1.1141,4.3401,0.47911,1.7642,0.55666,1.8771,0.34559,2.8713,0.29588,0.052513
0,0.31958,3.4342,0.13213,0.18613,1.0022,0.58127,0.44736,0.81251,0.40015,0.32139,0.46687,0.32152,0.44013,0.9414,1.3019,0.69072,0.85665,1.2317,0.72031,1.0551,1.0219,1.0463,1.6319,0.74678,0.79113,1.1435,0.98985,1.1876,0.94863,0.98428,0.8811,1.1892,1.2303,0.96648,1.4395,1.1027,0.77107,1.2338,0.48124,1.0319,0.75241,0.86124,0.74185,0.82466,1.0568,1.4223,0.88619,0.92834,0.76176,0.74134,0.60792,0.61077,0.67172,0.75606,0.7377,4.6189,0.52304,0.37279,1.0704,2.2162,0.43375,1.612,0.054373,0.10193
0,0.2953,4.147,0.1919,0.33687,0.64178,0.18423,0.69407,0.40357,0.69587,0.31687,0.53834,0.44435,0.42829,0.87592,1.4269,0.70603,1.2524,1.5639,0.73062,1.3723,0.8921,1.111,1.4511,0.87639,0.82607,0.94002,1.0915,1.414,1.0374,0.92724,0.89391,1.3011,1.3159,1.0926,1.4129,1.2871,0.84963,1.2917,0.52892,1.1008,0.91244,0.83075,0.73527,0.80871,1.126,1.36,0.93501,1.0082,0.78059,0.76336,0.74349,0.97428,0.73239,0.33417,0.45072,3.2151,0.22809,0.77433,3.0576,1.3575,0.34707,0.30788,0.10848,0.14892
0,0.11991,1.942,0.36576,0.69272,0.4763,0.22726,1.4576,0.54988,1.0091,0.58587,0.51037,0.72235,0.47466,0.88236,1.4032,0.95864,3.4261,0.91552,1.0868,1.4629,0.8325,1.0842,1.5417,0.82109,0.86346,1.136,1.0828,1.1915,0.91229,0.91234,0.92448,1.1304,1.2444,1.2235,1.3079,1.5333,0.90288,1.0807,0.54656,1.0907,0.97027,0.79877,0.74453,0.90038,1.0923,1.377,1.1516,0.90999,0.73732,0.74184,0.84208,0.70326,0.70688,0.44981,0.61586,1.6065,0.33351,3.6236,5.4404,1.096,0.3016,0.2953,0.63453,0.35371
0,0.13558,1.2901,0.15787,0.86057,0.28854,0.569,2.166,0.78854,1.4753,0.89846,1.0689,0.40731,0.30286,0.6064,1.8818,0.86247,4.2646,0.7609,0.89146,1.6625,0.8808,1.0463,1.3224,0.88009,0.84181,1.1312,1.1736,1.2098,0.88932,1.0718,0.93086,1.1745,1.2182,1.0351,1.0859,1.3603,0.87089,1.2435,0.52924,1.0503,0.92441,0.73754,0.67847,0.83713,1.1849,1.3781,0.94581,0.93605,0.57164,0.64154,0.81804,0.60039,0.61656,0.42627,0.54185,0.46363,0.28419,7.656,6.3269,0.44743,0.85414,0.27578,1.5212,0.31335
0,0.21258,1.0865,0.22982,0.7477,0.34357,0.61743,1.0791,2.2972,1.5845,1.8859,0.7159,0.38707,0.4768,0.40825,1.4129,0.86058,2.5927,1.0537,0.69655,1.4471,0.91361,1.0325,1.5855,0.82329,0.97169,1.2538,1.1565,1.3364,1.123,1.0795,0.79299,1.1534,1.5107,1.1001,1.4126,1.3076,1.0383,1.2331,0.51431,1.2068,0.82984,0.83979,0.64075,1.0372,1.4074,1.4045,1.0479,0.91548,1.1694,0.6589,1.5953,0.50866,0.37343,1.0311,1.4978,0.36495,0.45346,5.6189,5.18,0.51158,0.60363,0.42398,0.88699,0.14274
0,0.5612,0.90135,0.32519,0.76607,0.3696,0.27724,0.54925,1.0366,1.7399,2.6028,0.6394,0.47126,0.4375,0.57819,1.5564,1.156,2.0988,0.75176,0.81993,1.3927,0.92055,1.0179,1.5458,0.90788,0.84079,1.0876,1.006,1.1958,1.0638,1.2147,0.87283,1.3505,1.1908,0.99697,1.3001,1.3127,0.8875,1.2272,0.56679,1.0713,0.78149,0.87396,0.72924,0.85913,1.1219,1.5646,0.88985,0.76419,0.93881,0.70031,0.92793,0.53825,0.69846,0.4569,0.60964,0.3744,0.23933,5.2415,4.7994,0.30087,1.2655,0.57731,1.1875,0.10807
0,0.9926,0.49687,0.14651,0.48095,0.69321,0.19331,0.30231,0.63745,1.7972,3.3533,1.4299,0.86491,0.49984,0.41737,1.0976,1.0821,1.5503,0.6764,0.93671,1.4987,0.95287,1.1219,1.476,0.78413,0.83745,1.1387,0.96178,1.2852,0.97325,1.2224,0.81504,1.224,1.1502,1.1764,1.1942,1.2822,0.79971,1.2881,0.48096,1.3096,0.74584,0.71503,0.65953,0.75417,1.1359,1.3674,1.109,0.89329,0.78624,0.71932,0.7742,0.57635,0.87387,0.33777,0.30131,0.47757,0.36024,3.2813,3.7794,0.2603,0.92173,0.46958,0.71968,0.075736
0,1.3393,0.21465,0.33344,0.13126,1.3407,0.36258,0.49501,0.52964,1.0198,2.0323,0.65078,0.94723,1.6704,0.56072,0.95188,0.94107,1.6677,0.81637,1.7776,1.3933,0.96666,1.0576,1.6361,0.84071,0.75592,1.3725,1.0936,1.2938,1.177,1.059,0.8465,1.1804,1.3479,1.1122,1.3349,1.337,0.83701,1.2841,0.42037,1.2137,0.73355,0.75205,0.78745,0.8192,1.2432,1.5006,0.9174,1.0533,0.90863,0.80804,0.77385,0.52237,0.98375,0.77586,0.56757,0.63961,0.50605,2.1083,2.4535,0.42375,1.0757,0.48666,0.35878,0.41232
0,1.8037,0.2609,0.48877,0.1317,0.73319,0.75541,0.55589,0.74991,0.9767,1.0119,0.85335,1.2196,1.36,0.82034,1.4024,0.60465,1.5396,0.77593,1.4301,1.5578,1.2626,0.92909,1.4029,0.86179,0.9202,1.2674,1.1943,1.288,1.1126,1.0234,0.97263,1.2487,1.3347,0.93897,1.4901,1.2663,0.86396,1.269,0.54676,1.2642,0.71592,0.7388,0.79614,0.72081,1.0741,1.5613,0.83256,0.85031,0.85596,0.7725,0.6502,0.60904,0.48548,1.0261,0.70786,0.97765,0.67226,0.98068,1.6177,0.39982,0.41252,0.37877,0.37616,0.44121
0,1.8396,0.36963,1.0523,0.10684,0.24012,1.0539,1.5953,0.39238,2.2082,0.37747,2.6181,0.50994,1.6205,0.41483,2.6619,1.0318,0.37772,0.70527,0.85061,1.4135,0.9349,1.1094,1.3521,0.81997,0.88023,1.206,1.1311,1.151,0.94548,0.98953,0.87348,1.7155,1.0229,0.95976,1.368,1.4303,0.6938,1.3693,0.47573,1.2258,0.81576,0.83005,0.754,0.80729,1.2691,1.5342,1.0407,1.1137,0.8044,0.7768,0.8073,1.1996,0.41926,0.81033,3.501,0.57194,0.48689,2.3419,0.35287,4.5329,0.99091,0.9472,0.23009,0.48242
0,1.9856,0.2736,1.1259,0.12671,0.2759,0.59727,1.242,0.38258,1.6274,0.25568,4.5448,0.60333,2.2516,0.82152,3.0927,0.73061,0.37967,0.76884,0.70659,1.3918,1.0667,1.1392,1.2936,0.94459,0.91874,1.1201,0.95452,1.3251,0.94463,0.9068,0.86298,1.1385,1.1627,1.0455,1.4325,1.2745,0.82591,1.4467,0.35953,1.1051,0.83119,0.86589,0.81382,0.94972,1.2822,1.5693,1.115,1.1659,0.83132,0.72594,0.96716,0.92736,0.48823,1.0194,4.2106,0.42984,0.18489,1.8943,0.1399,6.0844,1.7116,0.37547,0.40989,0.4285
0,1.5635,0.18839,0.73299,0.10628,0.31813,0.61294,0.94678,0.59007,0.47268,0.24426,2.2477,0.72685,3.5992,1.0327,2.0997,1.0701,0.39696,0.91101,0.93794,1.4879,0.93538,0.97012,1.5826,0.87087,0.77936,0.96332,1.0615,1.1237,0.89619,0.88943,0.68008,1.1168,1.3136,1.0111,1.1496,1.3972,0.84749,1.2096,0.41444,1.083,0.68657,0.76808,0.8505,0.90788,1.0432,1.4188,1.0017,0.88762,0.65739,0.76684,0.68306,0.7613,0.32079,0.40494,5.8499,0.33091,0.6342,1.6724,0.14137,6.175,1.3308,0.4787,0.30504,0.33911
0,1.2081,0.27935,0.64428,0.17742,0.27794,0.81007,0.57357,2.5608,0.23081,0.88368,2.7047,1.9403,5.0824,0.41185,1.5639,0.67723,0.33122,1.0635,0.73215,1.257,0.90256,1.1266,1.163,0.81428,0.79973,1.1195,1.1014,1.2451,0.93737,0.93614,0.90669,1.2732,1.361,1.0553,1.3933,1.4369,0.81789,1.2122,0.41292,1.2993,0.88918,0.77471,0.73983,0.79604,1.1417,1.5305,0.90884,0.94796,0.75197,0.88229,0.63542,0.58636,0.58786,0.56692,5.89,0.50026,0.36184,1.1356,0.21771,5.1929,1.9004,0.92212,0.37977,0.25978
0,0.55628,0.29252,0.15436,0.80671,0.29338,0.88957,0.57373,1.7051,0.26689,0.28054,6.0984,1.7638,1.2484,0.45209,0.84751,1.4169,0.29495,1.0442,1.0041,1.2563,1.0776,1.1823,1.696,0.94152,0.84645,1.245,0.98799,1.2198,1.0095,1.3343,0.88263,1.1447,1.3899,1.0963,1.6577,1.2941,0.80562,1.212,0.43376,1.1029,0.80236,0.7628,0.72245,0.72999,1.0506,1.4236,0.99197,0.96606,0.73487,0.79261,0.70069,0.57206,0.75946,1.7747,6.6213,0.62468,1.0495,0.97045,0.1497,3.0184,3.0794,0.7169,0.48775,0.14947
0,0.17895,0.4611,0.14094,1.2726,0.29126,0.6708,0.48556,0.52205,0.55458,0.23626,5.0501,1.8664,0.35067,0.52384,0.83676,1.7762,0.32787,0.62888,0.6208,1.276,0.87927,1.0363,1.1938,0.6969,0.76744,1.1226,1.1944,1.3284,1.1145,0.96889,0.78106,1.3139,1.2949,1.1598,1.2864,1.406,0.83914,1.4195,0.4767,1.1811,0.79784,0.93387,0.71842,0.90251,1.1808,1.3176,1.1133,1.0365,0.84901,0.61469,0.67835,0.52866,0.57964,2.887,1.8341,0.63156,1.4406,1.6624,0.56249,1.1119,1.9084,0.49387,0.32973,0.28395
0,0.12125,0.17506,0.14933,1.0453,0.48613,0.16572,0.22098,0.3454,0.38158,0.33272,4.1573,3.0652,1.1372,1.1855,0.81087,1.5566,1.4075,2.6633,1.3903,1.0299,1.0801,1.2728,1.5368,0.85694,0.80644,1.2146,1.1299,1.238,0.9608,1.0357,0.92031,1.3248,1.4777,1.1971,1.703,1.6491,0.81842,1.2277,0.62196,1.1219,1.0588,0.7984,0.79931,1.0597,1.0039,1.6336,1.2684,1.1054,1.0174,0.82104,1.1349,0.74711,0.97313,2.5566,1.7617,0.50458,3.6232,2.2944,0.87135,1.0883,1.4504,0.29933,0.46336,0.35582
0,0.22425,0.39515,0.15213,0.51343,0.57993,0.17732,0.48063,1.1387,0.2698,0.98671,2.2133,1.561,0.64812,0.65764,0.44698,2.064,0.68539,0.89631,1.2999,1.3346,0.95654,1.4613,1.6896,0.91355,1.071,1.3315,1.031,1.1589,0.93236,1.0444,0.84334,1.2581,1.2548,1.0747,1.5159,1.2935,0.83247,1.3464,0.44288,1.2068,0.76804,0.74912,0.64885,0.79219,1.0575,1.4354,1.0064,0.84641,0.60886,0.73648,0.55683,0.67023,0.50706,0.42843,0.8597,0.49109,2.1204,3.2366,1.0007,0.44501,1.2121,0.2304,0.23528,0.51511
0,0.11824,0.64928,0.52203,0.27337,0.31686,0.25001,0.36927,0.42873,0.37943,0.94638,0.70762,1.2049,0.78559,0.71577,0.51752,1.3098,0.62069,0.68858,1.9176,1.2068,0.83971,1.1918,1.1764,0.82801,0.84586,1.3568,1.0827,1.1279,0.8703,1.0617,0.94212,1.1535,1.2308,1.0999,1.3668,1.2468,0.8767,1.1261,0.48067,1.3558,0.91444,0.90644,0.77995,0.7398,1.0806,1.4166,0.90493,0.88645,0.77468,0.81174,0.70132,1.0227,0.47851,0.37388,0.61804,1.0148,0.89227,5.9467,1.7905,0.62452,0.53799,0.24826,0.097624,0.97556
0,0.22183,0.58644,0.74839,0.13099,0.2869,0.41458,0.2858,0.42413,0.43421,0.46652,0.58257,0.94094,1.0456,0.80252,0.46202,0.72191,0.86215,0.78539,1.855,1.2758,1.0154,0.95804,1.5212,0.83972,0.97207,1.2526,1.0397,1.2938,0.88336,1.0484,0.90173,1.1403,1.3306,1.0046,1.2792,1.4053,0.81191,1.4246,0.42036,1.1673,0.76414,0.84766,0.80921,0.93434,1.1124,1.4119,1.032,0.9264,0.76796,0.7916,0.72583,0.9562,0.54188,0.38277,0.40397,0.93933,0.78831,5.6454,1.1261,1.094,0.19101,0.24129,0.076358,0.9146
0,0.16034,0.80246,1.0506,0.11189,0.29028,0.75209,0.29339,0.3702,0.34585,0.32627,0.44546,0.39916,1.2577,1.035,0.28607,0.60657,0.48303,0.91566,1.3841,1.24,0.9006,0.9582,1.4164,0.73889,0.83767,1.3168,1.0489,1.1956,0.95582,1.1704,0.90551,1.4186,1.2898,1.0827,1.5944,1.4473,0.80579,1.2076,0.37925,1.108,0.83705,0.75885,0.73478,0.82071,1.1539,1.4981,1.07,0.93987,0.86373,0.82681,0.63836,0.76727,0.36231,0.63538,0.35779,0.62777,0.2844,6.9492,1.1624,1.1512,0.11095,0.28497,0.1651,0.84076
0,0.17092,0.32559,1.0843,0.28648,0.29606,1.0379,0.28981,0.62182,0.25949,0.33215,1.1142,0.56854,1.7078,0.59916,0.57632,0.69739,0.92278,0.84276,2.0308,1.4486,0.8893,0.96111,1.7786,0.74902,1.0035,1.0708,1.0639,1.0133,0.87257,1.0477,0.95421,1.0929,1.3057,1.0392,1.3674,1.3163,0.6664,1.3643,0.42449,1.132,0.90958,0.85936,0.67791,0.9575,1.0059,1.3956,1.0404,0.92389,0.80496,0.73261,0.66727,0.55797,0.95195,0.47145,0.3506,0.40764,0.37049,5.2094,0.9655,1.7804,0.15919,0.27179,0.15883,0.67656
0,0.20513,0.1759,0.95208,0.52829,0.70461,1.0225,0.32294,1.7379,0.21569,0.33619,0.80867,0.27484,1.8965,0.45147,0.55704,0.50515,1.0732,0.83659,1.4291,1.1858,0.92401,0.91936,2.0982,0.78807,0.77551,1.16,1.1102,1.3316,0.84443,0.99149,0.84292,1.2043,1.0678,0.99558,1.418,1.3075,0.87578,1.1467,0.48416,1.3213,0.69653,1.0659,0.63076,0.84359,1.1712,1.5451,1.1276,1.0067,0.75936,0.66799,0.7302,0.95136,1.7508,1.0733,0.4475,0.53911,0.26253,4.0312,1.2458,1.344,0.39428,0.23795,0.33901,0.48929
0,0.72304,0.31202,0.53997,0.48524,2.314,0.67986,0.46371,1.344,0.81845,1.2153,1.2235,0.5829,0.58039,0.40518,0.3477,1.0344,0.99121,0.79532,0.71131,1.1573,1.054,1.2044,1.9208,0.91295,1.0611,1.0966,1.1035,1.2404,0.90602,0.97789,0.7711,1.0844,1.2815,1.0725,1.4118,1.3819,0.95924,1.3022,0.49516,1.0639,0.67235,1.3098,0.77699,1.1097,1.514,1.3473,1.5532,0.86524,0.8564,0.7923,0.68605,1.8736,1.8253,0.50237,0.32658,0.51875,0.21517,1.4566,1.4923,1.2863,0.37019,0.8812,0.23657,0.1079
0,0.61376,0.30333,0.20174,0.20971,1.6422,0.63157,0.38784,0.93956,0.36554,1.6176,0.7607,0.94412,0.33188,0.59605,0.36442,0.9386,0.65459,0.88914,0.93598,1.5885,1.0087,1.218,1.8017,0.96731,0.8487,1.0165,1.1241,1.2992,0.96856,0.99429,0.79188,1.2018,1.1519,0.98876,1.3251,1.3158,0.91343,1.348,0.56305,1.3082,0.72509,0.94352,0.76692,0.83736,1.4132,1.4033,1.0246,1.0031,0.67374,0.75978,0.71749,1.0647,1.0945,0.74188,0.817,0.35988,0.33229,0.2612,0.44114,0.317,0.32746,0.86248,0.075914,0.096192
0,0.42814,0.10057,0.19971,0.21182,0.78217,0.41349,0.28588,2.0929,0.27958,1.5299,0.56608,1.2567,0.30836,0.88565,0.301,1.0866,0.42468,0.84369,0.57181,1.5371,0.91477,1.096,1.4492,0.74381,1.0156,1.1894,1.05,1.2234,1.0155,0.9412,0.76699,1.1201,1.193,1.1619,1.3918,1.4062,0.82664,1.3606,0.50718,1.1332,0.79791,0.87382,0.67624,0.93466,1.3106,1.467,1.0051,0.97075,0.70932,0.75679,0.57188,1.4904,0.90081,0.46549,0.35872,0.87883,0.32171,0.80306,0.15206,0.31812,0.22747,0.56477,0.11692,0.53536
0,0.21234,0.13915,0.12133,0.25034,0.31415,0.15271,0.43196,1.7979,0.23962,1.2083,0.38833,1.3153,0.47985,1.7029,0.2907,0.73668,0.3547,0.75602,0.75603,1.0771,0.99397,0.87057,1.4552,0.7164,0.98419,1.4829,0.97896,1.3,0.94448,0.91038,0.83909,1.3621,1.2288,1.2254,1.3694,1.2914,0.91378,1.3276,0.47457,1.2616,0.74234,0.71313,0.6724,0.74943,1.2071,1.3634,0.97661,0.95068,0.69479,0.7127,0.57771,1.2308,0.61938,0.49348,0.53893,0.62208,0.29238,1.1567,0.22223,0.62801,0.48682,0.50595,0.10852,1.0126
0,0.11963,0.2041,0.11525,0.34068,0.39469,0.22173,0.3064,2.3062,0.35995,1.1551,0.49062,2.0816,0.3897,0.83873,0.29295,0.46055,0.47069,0.72281,0.59819,1.2646,0.92668,1.0411,1.3419,0.73419,0.93874,1.199,1.1789,0.9825,1.0175,0.99355,0.87597,1.1982,1.2596,1.0921,1.488,1.4009,0.8784,1.3891,0.49505,1.3203,0.84912,0.86573,0.68011,0.81783,1.3091,1.2918,1.0257,0.93042,0.79332,0.6903,0.70219,0.80905,0.81976,0.31513,0.33375,2.2557,0.21449,2.0638,0.29577,0.82233,0.2442,1.0701,0.33652,1.3508
0,0.080622,0.41866,0.10374,0.16767,0.44217,0.2421,0.2669,1.7235,0.37181,0.8896,0.566,1.3618,0.45417,1.0107,0.56992,0.76598,0.69226,0.87173,0.80328,1.0872,1.0859,1.091,1.6695,0.74506,0.84791,1.1895,1.0757,1.4295,1.2434,1.1561,0.87187,1.2571,1.5156,0.98499,1.6288,1.4282,0.86265,1.277,0.41185,0.99943,0.75057,0.80873,0.76453,0.94954,1.0936,1.5894,0.92613,0.97291,0.82373,0.67628,0.69285,0.55823,0.38284,0.71088,0.75975,3.0644,0.30423,2.695,0.3188,1.7471,0.22674,1.612,0.49538,1.5169
0,0.22421,0.75298,0.20522,0.25231,0.49515,0.18911,0.55047,1.6162,0.9253,0.68692,1.3406,1.9044,0.66488,4.1982,1.8795,1.5794,2.6996,2.9633,1.4772,1.2204,1.456,1.0926,1.4665,0.82818,1.0744,1.4081,1.2504,1.2069,1.1436,1.193,0.98078,1.2136,1.115,1.0888,1.7163,1.6826,1.0239,1.3532,0.61757,1.1981,0.79923,0.94823,0.68596,0.86138,1.3827,1.4834,1.1353,0.79286,1.6057,0.70415,1.164,0.81146,0.72333,0.85688,2.683,2.5819,1.2392,2.325,1.3892,0.91216,0.17018,1.1554,0.43171,1.0138
0,0.10402,0.41837,0.19886,0.17266,0.37741,0.3598,0.42308,0.43693,1.1031,0.40209,2.0467,0.60759,0.34585,2.4782,0.31169,1.3868,0.82194,1.1509,0.96364,1.0828,1.0246,0.9788,1.4806,0.85858,0.84071,1.0047,1.1021,1.3689,1.1068,1.0438,0.91365,1.1211,1.0449,1.0309,1.2303,1.4485,0.81101,1.3892,0.50698,1.1166,0.72778,0.86733,0.67451,0.82705,1.3801,1.4231,0.85026,0.86841,0.97353,0.62463,0.58225,0.69318,0.30865,0.55218,1.8093,1.4933,0.30611,0.9177,0.49664,0.72701,0.15683,1.3492,0.17382,0.57089
0,0.078671,0.11591,0.15553,0.13745,0.32689,0.71835,0.29933,0.46152,0.53688,0.29815,1.8673,0.94629,0.36521,1.2377,0.45162,0.71105,0.8965,1.1377,1.2824,1.2792,0.96014,0.82419,1.3903,0.99494,0.94858,1.0504,1.1497,1.385,1.1078,0.94786,1.1295,1.0751,1.1053,0.9525,1.3017,1.2814,0.79381,1.2571,0.50406,1.1782,0.85193,0.79299,0.73101,0.84024,1.1037,1.4903,0.90088,0.88658,0.98797,0.69766,0.77124,0.85894,0.46166,1.5392,0.45309,1.4658,0.64067,0.3663,0.19106,0.25706,0.4044,1.4809,0.2203,0.36854
0,0.095751,0.17624,0.42216,0.13528,0.30989,0.48935,0.39843,0.6003,1.6413,0.42317,1.3422,1.4035,1.2798,1.0272,0.35624,0.75475,0.2873,0.92565,2.2086,1.2758,0.85225,0.97026,1.2836,0.81463,1.103,1.1184,1.1333,1.297,0.85161,1.0761,1.0335,1.234,1.3371,1.0354,1.496,1.2453,0.81327,1.3413,0.54745,1.4972,0.84388,0.79842,0.87419,1.0219,1.0381,1.328,1.01,0.93214,0.72771,0.67719,0.68674,0.89814,0.51854,0.75756,0.71975,0.46828,0.96324,0.49618,0.50749,0.73806,0.81019,0.22314,0.43824,0.11323
0,0.75895,1.5501,1.2912,1.0136,0.46591,0.88926,0.68719,1.7141,2.5615,0.88602,3.6394,1.2476,3.1003,0.61984,0.46944,6.1472,0.28137,0.91302,1.3462,1.1168,0.88556,1.3947,1.709,1.1291,1.4003,1.1322,0.99226,1.2198,1.0458,1.1201,0.7994,1.2705,1.1511,0.98467,1.4288,1.3488,0.8207,1.2046,0.42297,1.1546,0.80419,1.2418,0.72525,0.94709,1.1802,1.2975,0.89341,1.045,0.66928,0.70318,1.0783,0.84259,0.38669,0.34774,12.648,2.345,6.0441,1.7924,0.54893,4.4388,4.7051,0.72801,0.70643,3.5235
