bq,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
1,0.54467,0.90659,0.20619,0.70244,5.3078,0.36788,0.7424,0.34952,0.48758,0.29717,0.58073,0.45409,0.53146,0.74128,2.1148,0.80951,1.8577,0.66853,1.0722,1.1505,1.1462,0.98804,1.554,0.84225,0.84142,1.1677,0.99275,1.2565,1.0114,0.97147,1.1138,1.1739,1.3047,1.0841,1.3973,1.3011,0.77229,1.3354,0.52406,1.2099,0.74808,0.71724,0.7221,0.82325,1.2034,1.4411,0.96644,0.92374,0.55157,0.62594,0.49381,0.67147,0.51752,2.0496,0.2871,0.93618,1.4216,0.31498,0.24134,0.20799,0.23608,0.29398,0.065264,0.069287
1,0.28199,0.82638,0.22039,1.4244,6.8961,0.19932,1.8514,0.33278,0.37789,0.29564,1.16,0.47986,0.40292,0.68413,1.5378,0.5084,1.2408,0.8162,0.97786,1.0541,1.0381,1.0524,1.6476,0.87768,0.84981,1.1836,1.0894,1.4162,1.127,1.1116,0.8263,1.16,1.2933,1.0311,1.3818,1.4708,0.83154,1.3043,0.41034,1.1302,0.74125,0.86093,0.7041,0.7884,1.044,1.3388,0.92507,0.88347,0.82305,0.66587,0.66801,0.52864,0.50236,0.8745,0.47107,1.3521,1.4951,0.3143,0.19288,0.20835,0.14969,0.27838,0.083267,0.059889
1,0.14251,0.79133,0.20567,1.2604,5.6881,0.53789,3.6762,0.63688,0.29925,0.46575,0.4919,0.50513,0.50018,1.3115,1.6126,0.56684,0.37085,0.67822,1.3683,1.2422,1.095,1.3232,1.6594,0.87095,0.93022,1.2051,1.0225,1.2645,1.1992,1.166,0.91898,1.2037,1.1831,0.94128,1.4531,1.4001,0.68811,1.2947,0.52601,1.1818,0.89199,0.85674,0.74129,0.82726,1.1052,1.3172,1.0387,0.95836,1.0237,0.68127,0.64069,0.53338,1.2392,0.51989,1.0777,0.81013,0.70434,0.54391,0.26755,0.22445,0.12571,0.2983,0.085873,0.0824
1,0.14009,0.99926,0.16964,0.40901,8.328,0.22602,2.7174,0.97005,0.29663,1.3541,0.94679,0.72227,0.45137,1.6359,0.93784,0.59284,0.39909,0.84768,1.4026,1.1689,0.89395,1.1266,1.8274,0.79819,0.86165,1.1658,0.94021,1.2809,1.0819,1.1371,0.86471,1.2147,1.1889,1.0648,1.2923,1.433,0.80779,1.361,0.42089,1.0067,0.77107,0.80072,0.74477,0.85786,1.0349,1.4115,0.88833,1.0186,0.69107,0.74482,0.69935,0.54182,0.6149,1.1473,0.8436,0.46309,0.41843,0.44191,0.23334,0.20659,0.12605,0.26244,0.054473,0.12947
1,0.18318,0.94963,0.5286,0.14344,8.9028,0.19719,1.394,1.6735,0.28608,1.8686,1.0564,0.62015,0.50707,2.0278,0.93586,0.47896,0.33361,1.0487,1.0145,1.2746,0.89797,0.95545,1.7403,0.91419,0.93567,1.1424,1.0333,1.2807,1.0386,1.078,0.98202,1.1783,1.3703,1.1017,1.4559,1.6489,0.91073,1.0624,0.41725,1.1515,0.73001,0.74214,0.74686,0.97251,1.0977,1.4216,0.99909,0.96714,0.68245,0.76126,0.55639,0.73022,0.93767,1.4384,0.7004,0.52388,0.52231,0.28917,0.51981,0.19831,0.13594,0.36328,0.11224,0.30419
1,0.36058,1.0956,0.76934,0.17026,10.698,0.84622,0.92239,1.2213,0.30244,2.1552,0.6472,0.44109,0.45283,1.3406,1.6625,0.66373,0.33118,0.71215,1.1138,1.2609,0.95996,1.3278,1.4111,0.82262,0.80505,1.0886,1.0351,1.2968,0.97626,1.0019,1.0175,1.2047,1.1813,1.0961,1.376,1.1939,0.82649,1.2452,0.51125,1.1608,0.81184,0.7598,0.76602,0.80816,1.0339,1.39,0.92998,0.8972,0.65809,0.72238,0.59365,0.57928,0.43934,1.5874,0.38668,0.49014,0.43502,0.31276,0.52721,0.24062,0.17804,0.67234,0.13028,0.28159
1,0.47184,0.75251,0.64948,0.26848,8.2819,0.4716,0.81692,2.1045,0.60601,2.0762,0.47646,0.82673,0.45254,0.67829,1.4832,0.79751,0.49356,0.91186,0.73737,1.346,0.97901,1.1173,1.5339,0.96478,1.0553,1.0395,1.0887,1.308,0.86218,1.0527,0.84697,1.1864,1.2293,1.1353,1.3878,1.1464,0.74923,1.4407,0.5485,1.2763,0.69661,0.69596,0.7749,0.75522,1.1085,1.4175,0.81013,0.84246,0.91683,0.6604,0.83238,0.66441,0.55168,0.94738,0.47855,0.62432,0.2781,0.33339,0.63629,0.26204,0.25136,0.90804,0.12974,0.2578
1,0.58913,0.39645,0.43978,0.32136,7.9252,0.39746,1.0316,1.573,1.198,1.3269,0.55808,1.2795,0.42443,0.38361,1.2272,0.5173,0.51409,0.67374,0.78374,1.3001,1.0748,1.1208,1.4465,0.82059,0.7809,1.0975,1.0989,1.3413,1.0349,0.98938,0.85709,1.1387,1.1959,1.0956,1.4264,1.3298,1.0001,1.3346,0.47159,1.2785,0.73528,0.81091,0.77969,0.81048,1.0153,1.2757,1.0438,0.96917,0.7144,0.61174,0.66124,0.66458,0.32458,0.38906,0.59167,0.34679,0.28497,0.27041,0.27454,0.19491,0.26367,0.98993,0.14598,0.22024
1,0.63926,0.25039,0.46703,0.43265,5.0273,0.22062,0.87915,1.2487,1.0213,1.2438,0.83296,1.8481,0.44685,0.53855,1.104,0.56274,0.80998,0.83998,0.83832,1.3157,1.1359,0.97495,1.4705,0.69351,0.84266,1.0868,1.0729,1.359,0.93671,1.0904,0.91759,0.97159,1.3632,0.88454,1.4272,1.4001,0.7404,1.3738,0.45784,1.2552,0.72577,0.75993,0.74475,0.86939,1.2124,1.1985,0.81889,0.90533,0.70694,0.69527,0.66527,0.50185,0.37733,0.50416,0.76655,0.32824,0.21985,0.33506,0.34038,0.64855,0.1852,0.81229,0.078646,0.12318
1,0.54731,0.13745,0.73218,0.18416,2.0046,0.31451,0.73793,0.58926,1.1358,0.62178,0.8254,3.9415,1.2237,2.7196,1.7521,1.0008,1.2353,3.4072,1.8551,1.2622,1.5057,1.2436,1.6218,0.95664,1.0533,1.3878,1.0674,1.3625,1.0064,1.3054,0.82835,1.3086,1.1654,1.1625,1.475,1.4985,0.89407,1.1557,0.50074,1.155,0.82123,1.0329,0.72322,0.95556,1.3465,1.4963,1.0317,0.98509,0.88168,0.74066,1.127,0.59654,0.4521,1.0119,2.8035,0.49174,0.34512,0.58805,0.89954,0.29021,0.17329,0.41397,0.15035,0.21128
1,0.25268,0.15756,0.22553,0.30142,1.4253,0.22412,0.47737,0.40139,1.497,0.77292,0.67954,2.4162,0.40698,1.8057,0.49298,1.1023,0.36054,0.91373,1.0802,1.5728,1.1069,1.0999,1.5668,0.7403,0.98129,1.2028,1.1455,1.3,1.1817,1.1212,0.81312,1.2659,1.5522,1.1674,1.2881,1.5131,0.83198,1.1354,0.53609,1.2236,0.73976,0.84014,0.69536,0.86341,1.0449,1.2542,1.0178,0.84317,0.65202,0.73331,0.63366,0.63281,0.45618,1.1384,1.356,0.87638,0.36856,0.42342,0.43219,0.27392,0.27444,0.39999,0.11373,0.16731
1,0.25332,0.14524,0.17062,0.30752,1.1154,0.23729,1.2379,0.52465,1.5451,0.53665,0.76239,1.9951,0.39385,1.4323,0.40901,0.60211,0.33884,0.99276,0.97471,1.315,1.2963,1.0033,1.7498,0.76019,0.90689,1.0234,1.1864,1.3528,1.049,0.9744,0.89972,1.2223,1.2531,0.91534,1.413,1.407,0.72355,1.2744,0.47116,1.0407,0.74725,0.8932,0.69722,0.75216,1.1586,1.2106,1.1921,0.94655,0.58736,0.8471,0.53768,0.90417,0.55287,0.70694,0.36465,1.1414,0.4712,0.59052,0.14625,0.37612,0.61251,0.21961,0.26372,0.36567
1,0.21476,0.42703,0.1256,0.28449,0.7616,0.21532,1.4925,0.47181,2.426,0.76134,1.1614,1.5392,0.48702,1.7557,0.63816,1.6568,0.82569,1.0763,0.85792,1.5148,1.0984,0.96809,1.4543,0.87249,0.8966,1.2215,0.96645,1.2796,0.84081,0.96047,0.86418,1.4017,1.2163,0.96361,1.2017,1.3435,0.82734,1.3166,0.44929,1.1202,0.7185,0.63747,0.71693,0.75342,1.1609,1.2534,1.0337,0.8585,0.7616,0.82202,0.71278,0.68781,0.69176,0.43763,0.54804,0.49874,0.97174,0.84244,0.30909,0.20847,0.54841,0.24107,0.48932,0.7712
1,0.75724,3.0192,0.34395,1.28,0.50007,0.22485,0.34688,1.4516,0.43645,3.5872,1.3283,0.37558,1.3238,2.736,0.67746,3.1718,1.566,0.81419,0.83592,1.2662,1.0107,1.249,1.6999,0.93163,0.92552,1.4828,1.0455,1.2014,1.151,0.90799,0.89194,1.1055,1.1708,0.97598,1.608,1.5716,0.8061,1.2663,0.70319,1.081,0.72118,0.80997,0.7533,0.7697,1.1222,1.3836,1.023,1.0031,0.72452,0.78115,0.64217,0.54905,0.68043,0.59497,0.37656,1.7449,0.73977,0.33637,0.17589,0.2118,0.37858,0.29935,0.079049,0.14616
1,0.73534,4.7414,0.31234,0.95381,0.7103,0.42718,0.35836,1.2454,0.34267,3.1088,1.3681,0.7439,0.87861,1.3332,0.50744,2.5117,2.9219,0.81864,0.82561,1.5184,1.0217,1.1555,1.4412,0.89544,1.0006,1.0757,1.1401,1.2471,0.8823,0.90752,0.85223,1.0875,1.2288,1.1035,1.6097,1.2466,0.85149,1.4462,0.44314,1.2844,0.91287,0.83961,0.79209,0.79162,1.0918,1.4231,1.2693,0.96518,0.83147,0.76619,0.79851,0.99939,1.1324,1.6497,0.63571,0.84893,0.36956,0.50577,0.18968,0.27638,0.12034,0.24964,0.093959,0.067796
1,0.24361,4.1518,0.36756,0.65328,0.6496,0.72747,0.38105,2.6745,0.58026,1.8135,1.6077,0.67167,1.1372,0.89856,0.53476,2.6518,2.4273,0.86448,0.84708,1.2993,0.89425,1.0843,1.541,0.66344,0.81502,1.0567,1.2338,1.2479,0.9296,1.0114,0.87716,1.1392,1.1901,1.1534,1.3469,1.162,0.95011,1.4906,0.52038,1.1935,0.72426,0.87471,0.76966,0.75326,0.90879,1.3249,1.0216,0.77091,0.70482,0.82156,0.80042,0.78212,0.80382,1.3286,0.6345,0.48262,0.42859,0.38471,0.47992,0.33889,0.16163,0.20367,0.08226,0.09711
1,0.1912,3.4553,0.23634,0.25603,0.76517,1.1335,0.57072,2.7919,0.50374,0.65828,1.4842,1.0786,0.98492,0.4945,0.46625,2.2067,1.6378,0.60333,0.91858,1.3617,1.0072,1.0567,1.3095,0.83654,0.70985,0.9255,0.97404,1.2388,0.91171,0.88817,0.88221,1.2004,1.2433,1.0133,1.307,1.3672,0.79452,1.2349,0.59978,1.1016,0.75422,0.84509,0.78501,0.84824,1.1746,1.3853,1.1456,1.0138,0.8017,0.66748,0.74881,0.64162,0.4007,0.52341,0.64082,0.55328,0.29413,0.6822,0.69471,0.22834,0.1937,0.39949,0.074795,0.047677
1,0.11207,3.7044,0.18017,0.18926,0.89559,1.1648,0.95281,2.1699,0.89142,0.25696,0.80486,0.86124,0.57038,0.68489,0.56715,0.66251,0.97914,0.78599,0.89179,1.5497,1.0052,0.90299,1.4085,0.84516,0.92337,1.1882,1.011,1.2965,1.1022,1.0438,0.86916,1.1729,1.1865,1.0534,1.3333,1.4524,0.84349,1.2708,0.48566,1.141,0.6751,0.75216,0.6375,0.82982,1.0147,1.631,0.98375,0.80547,0.63172,0.7428,0.71681,0.67807,0.8255,0.51862,0.369,0.52299,0.30441,0.76598,1.0229,0.30937,0.27579,0.26986,0.11692,0.11394
1,0.11648,2.5041,0.13645,0.27288,0.37676,0.84943,1.9261,1.05,1.5916,0.26785,0.61896,0.54673,0.53016,0.45784,0.91557,0.49523,0.45181,0.70618,0.7784,1.4393,1.0487,1.2941,1.6767,0.86958,1.0291,1.1211,0.99575,1.2477,1.0416,0.99931,0.78593,1.3787,1.2151,1.1556,1.1667,1.1296,0.69475,1.4078,0.47603,1.0919,0.79991,0.74709,0.6259,0.86302,1.1289,1.3961,0.9638,0.84037,0.78235,0.6965,0.8107,0.624,1.0835,0.89716,0.60298,0.44559,0.25169,0.49515,1.0735,0.30461,0.18445,0.25925,0.18746,0.189
1,0.30601,2.1249,0.12164,0.5196,0.36633,1.0576,2.3733,1.0571,1.5036,0.26837,0.69489,0.55107,0.67113,0.67982,1.1431,0.52553,0.44376,0.98219,0.94206,1.2764,1.1285,1.0605,1.3226,0.86846,0.92974,1.2867,0.99061,1.1326,0.90723,0.90078,0.87373,1.148,1.3798,0.92509,1.4792,1.1784,0.72982,1.1959,0.44014,1.0742,0.77783,0.70613,0.85913,0.81275,1.1952,1.3559,1.0009,1.003,0.72308,0.81496,0.71388,0.60044,1.4958,0.68847,0.40744,0.42253,0.64412,0.46749,1.2282,0.82541,0.29538,0.32933,0.14935,0.098349
1,0.59998,2.1661,0.51046,0.45875,0.46955,0.46883,1.1834,1.4867,0.36855,0.42357,0.49369,0.32542,0.29347,0.57829,0.52915,1.2418,0.45121,1.3107,1.0627,1.6145,1.0598,1.2964,1.4683,0.91188,0.94081,1.1743,1.1594,1.4695,0.8178,0.99945,0.9526,1.207,1.1301,1.3179,1.2974,1.3393,0.78051,1.372,0.42445,1.2964,0.83081,0.83223,0.65532,0.80071,1.1364,1.3279,1.0494,0.84488,0.72079,0.69387,0.48999,0.51944,1.4472,0.70431,0.50359,0.43477,0.46286,0.38072,0.79477,0.94249,0.27081,0.28471,0.056718,0.046876
1,0.69457,2.2259,0.73313,0.44036,0.54116,0.72166,1.402,1.7139,0.33623,0.96666,0.50712,0.65202,0.32626,1.8784,0.45635,2.2195,0.3193,1.2885,0.83543,1.5233,0.824,0.98446,1.5481,0.89839,0.84442,1.2068,1.1042,1.1054,1.1377,0.85469,0.95046,1.0726,1.3592,1.0101,1.0865,1.3214,0.72482,1.3725,0.42286,0.98095,0.78585,0.79099,0.8367,0.73345,1.0686,1.2265,1.0497,0.8142,0.66094,0.79716,0.48683,0.8576,1.098,0.68681,1.0746,0.4299,0.32484,0.48777,0.36446,0.29816,0.56176,0.43319,0.0864,0.051004
1,0.52578,1.4595,0.55341,0.25105,1.2882,0.3777,1.4255,1.187,0.50322,0.60564,0.96925,0.49489,0.44645,1.4879,0.95547,1.7187,0.50762,1.4573,0.76897,1.5166,1.0613,1.1087,1.5249,0.94015,1.0382,1.1661,0.99609,1.3806,1.0985,1.2712,0.95865,1.175,1.5807,1.1295,1.4124,1.1958,0.79277,1.3876,0.45084,1.217,0.81707,0.74292,0.71384,0.90335,1.0473,1.4916,1.0713,0.88808,0.74097,0.65874,0.58702,0.61085,1.3143,1.267,1.4796,0.39971,0.62668,1.4027,0.39943,0.23026,0.56165,0.46111,0.069099,0.080483
1,0.25214,2.3727,0.31764,0.44079,2.5669,0.5485,0.96836,0.93037,0.33313,0.35688,0.8929,0.48037,0.82224,1.3796,0.88767,1.3831,1.4543,0.79119,0.78115,1.3558,0.98714,1.0184,1.6333,0.93841,0.91709,1.0435,1.0834,1.3582,1.0549,1.1429,0.92173,1.16,1.1761,1.0178,1.3393,1.5457,0.79371,1.2517,0.47606,1.1855,0.91396,0.70315,0.6825,0.86679,1.0875,1.4265,1.0106,0.80046,0.69045,0.64601,0.56515,0.57235,0.86102,0.81638,1.8658,0.54177,0.65287,1.1036,0.20628,0.20917,0.462,0.48777,0.24037,0.051077
1,0.18461,2.9742,0.20185,0.48956,4.2553,0.31767,0.4854,0.48768,0.29881,0.77559,0.58526,0.36243,0.48717,0.99258,0.35423,0.39076,0.94176,0.79862,0.97439,1.1998,0.90171,1.1098,1.534,0.79665,0.77379,0.91862,1.1625,1.3449,0.9851,1.0586,0.9731,1.2828,1.3126,1.0084,1.1743,1.2027,0.77634,1.3266,0.40999,1.1807,0.68392,0.85455,0.84753,0.72055,0.86823,1.3748,0.88323,0.88997,0.66186,0.67202,0.555,0.50133,0.40348,0.78375,1.3223,0.59464,0.71985,1.0717,0.21905,0.25554,0.80825,0.34298,0.30063,0.12765
1,0.64118,0.98825,0.12097,0.17061,6.5625,0.16631,0.61751,0.44303,0.48776,0.25979,0.62378,0.35816,0.34926,0.45981,0.55078,0.4959,0.36344,0.7032,1.0868,1.3543,1.0426,0.9015,1.5745,0.82757,0.75446,1.1946,1.3204,1.1479,0.99586,0.93424,0.9615,1.0032,1.2275,1.1514,1.4513,1.1748,0.75723,1.3074,0.54775,1.2662,0.70975,0.86039,0.88175,0.73502,1.1693,1.4278,0.91723,0.88845,0.74027,0.72482,0.55394,0.51005,0.33178,0.92459,1.5075,0.69856,1.6177,2.2639,0.32548,0.24059,0.20939,0.41501,0.085643,0.055118
1,0.99255,0.59982,0.52746,0.17835,5.1378,0.18226,0.75035,0.53701,0.57795,0.45987,0.71354,0.33863,0.62698,2.5017,0.73249,0.51168,0.59379,0.86782,0.89783,1.5951,0.96462,1.093,1.6885,0.87256,0.97695,1.3015,1.2042,1.2069,0.9586,1.1391,0.90713,1.2489,1.4359,1.0279,1.5043,1.2698,0.86507,1.2225,0.52618,1.2721,0.62644,0.84759,0.71129,0.83871,1.2439,1.4434,0.8766,0.93857,0.66066,0.78613,0.49814,0.52687,0.5768,0.3602,1.2186,0.55546,0.32353,0.54307,0.15912,0.26764,0.19086,1.0801,0.1202,0.049518
1,1.2015,0.24494,0.67545,0.16348,3.7524,0.25326,0.38078,0.69727,0.32188,0.59125,0.70686,0.57597,1.1211,1.7294,0.49713,0.75444,0.79584,0.82961,1.1378,1.5686,0.9006,1.1782,1.424,0.90921,0.94529,0.98073,1.136,1.256,0.95847,1.0493,0.86266,1.1845,1.3292,1.0832,1.4568,1.3161,0.76524,1.2444,0.54014,1.3041,0.88077,0.89209,0.78725,0.74378,1.0978,1.3846,1.0941,0.87962,0.72798,0.72907,0.64773,0.58198,1.1199,0.60314,1.3791,0.45475,0.31122,0.95534,0.20481,0.22551,0.18893,2.0171,0.23286,0.091523
1,1.7598,0.24511,1.3303,0.365,2.531,0.39751,0.88451,0.79723,0.38131,1.1025,2.474,0.46058,2.1583,3.5324,1.633,1.1102,1.352,1.9197,1.8034,1.4813,1.2906,1.1723,1.4496,0.88975,1.0091,1.3801,1.1328,1.2448,1.0465,1.1011,1.0614,1.3006,1.3843,1.1174,1.3078,1.4929,1.1145,1.2293,0.4773,1.398,0.97872,0.9122,0.70917,0.9496,1.0669,1.3516,0.99617,0.97658,0.79256,0.68963,0.84883,0.63426,2.424,0.93588,1.3644,1.2673,0.59045,1.112,0.46696,0.47946,0.25537,1.7284,0.26539,0.064474
1,2.2168,0.45429,1.9003,0.40016,1.9195,0.51542,0.63146,0.63842,0.39145,1.6648,1.8028,0.70961,1.8245,2.1058,0.58482,0.9108,0.86418,0.82744,0.91207,1.4055,1.1254,1.0096,1.5402,0.87479,0.75021,1.1536,1.1814,1.3933,1.0522,0.98428,0.98245,1.3137,1.0953,0.95352,1.5443,1.1878,0.86668,1.1414,0.50414,1.1329,0.68053,0.75535,0.70135,0.91571,1.0776,1.4135,0.92624,0.87276,0.67816,0.64659,0.66282,0.68994,1.0554,0.6864,0.42909,2.1299,0.70873,1.0408,0.34439,0.47612,0.21133,1.2778,0.15224,0.05946
1,2.0625,0.92676,2.8144,0.53431,2.5429,0.4819,0.54491,0.36082,0.59458,2.3977,1.6174,0.95122,1.2184,1.9641,0.33804,1.012,0.65672,0.52534,1.105,1.3317,0.99789,1.1421,1.4282,0.90326,0.96644,1.2204,1.1407,1.206,1.1541,1.0122,0.90497,1.2389,1.1594,1.1304,1.4524,1.3652,0.91472,1.3486,0.58778,1.1503,0.76702,0.80295,0.71313,0.84125,1.0814,1.3393,0.95734,0.98893,0.88675,0.69164,0.69497,0.57804,0.51634,0.40923,0.42812,1.1472,0.682,0.74371,0.27774,0.42243,0.26842,0.71458,0.17834,0.048336
1,2.5527,1.2491,3.1783,0.83383,2.8202,0.33661,1.5678,0.40494,0.70529,3.383,0.65699,0.7583,0.61397,1.8677,0.53115,0.47598,0.78811,0.82158,1.1991,1.1545,1.0117,1.0279,1.8014,0.90234,0.87678,1.2139,0.98345,1.1741,0.90916,1.0075,0.87794,1.1488,1.1364,0.89877,1.233,1.3959,0.88784,1.2209,0.65154,1.25,0.80455,0.80235,0.68183,0.86639,1.0941,1.3449,1.0209,0.94503,0.71194,0.59734,0.56375,0.54924,0.41261,0.525,0.39513,0.86211,0.62418,0.23975,0.52794,0.22057,0.16681,0.46613,0.26578,0.050427
1,1.961,1.6268,3.1607,1.3023,2.0624,0.29259,2.2223,1.3225,1.1332,3.9736,0.59648,0.71034,0.58275,1.3468,0.75882,0.64039,1.3342,0.74989,1.9327,1.2574,0.98602,1.1254,1.5139,0.97596,0.96709,1.1778,1.1306,1.1978,1.0471,1.1191,0.89007,1.0388,1.4013,1.0832,1.5118,1.2772,0.83361,1.2454,0.60096,1.0939,0.71372,0.9113,0.66022,0.81993,1.0864,1.6494,0.93114,0.92248,0.64612,0.67415,0.59805,0.60896,0.45035,0.75848,0.83842,0.42682,0.44615,0.39805,0.3587,0.24375,0.17386,0.33844,0.15676,0.066573
1,2.002,0.68625,1.7606,1.533,1.3018,0.59269,1.3799,0.50909,0.64017,4.9977,0.77907,0.57555,0.57263,0.64878,0.90764,0.60455,0.83486,0.88309,1.8108,1.5257,0.90129,1.0928,1.5054,0.9703,0.90568,1.6223,1.0821,1.1924,1.1433,0.95324,0.88387,1.2812,1.3008,1.0421,1.602,1.4661,0.7491,1.329,0.43264,1.045,0.78651,0.79785,0.84223,0.84409,1.1415,1.3604,0.98847,0.87039,0.65448,0.74137,0.60635,0.83462,0.42842,2.0895,0.93458,0.66602,0.30808,0.29034,0.26351,0.19787,0.1842,0.29849,0.10564,0.091952
1,1.4739,0.16139,1.0223,1.3811,1.6474,0.40691,1.2966,0.49582,0.65111,2.5026,1.0374,1.147,0.45102,0.46298,0.7161,0.54131,1.0679,0.83211,0.85122,1.3111,0.83567,1.1002,1.3789,0.89757,0.77875,0.95889,1.0071,1.226,1.1275,1.0633,0.88861,1.3781,1.0643,1.0867,1.4421,1.3177,0.77074,1.2814,0.47487,1.1979,0.63736,0.87769,0.77726,0.82802,1.218,1.4414,0.8103,0.9434,0.6567,0.61895,0.61334,0.6026,0.50866,1.3616,0.4118,0.83794,0.28316,0.26022,0.15495,0.227,0.24285,0.24132,0.063442,0.23017
1,1.2727,0.16535,0.59228,1.0039,3.188,2.7665,1.9865,2.6048,4.1309,0.71652,0.77551,0.51479,0.77384,0.53631,0.59522,0.4523,0.47664,0.73374,1.3067,1.5312,1.0589,1.0847,1.3343,0.86329,0.84651,1.1042,1.1111,1.1805,0.95498,0.94577,0.88621,1.1626,1.175,0.88289,1.505,1.18,0.85921,1.3292,0.4712,1.087,0.66383,0.90466,0.84213,0.76902,1.1514,1.3714,0.92637,0.7499,0.84778,0.76893,0.65249,0.56841,0.58377,1.5802,1.1441,0.43373,1.2301,0.41891,0.22981,0.24956,0.34431,0.576,0.16362,0.079095
1,0.78821,0.16898,0.33581,0.46507,5.6235,6.3458,2.6772,10.279,4.8409,0.60013,1.1452,0.72988,1.1392,0.54954,0.79252,1.3203,0.42701,0.91487,1.6915,1.618,0.9622,0.93732,1.4453,0.83092,0.90422,1.1367,1.2411,1.433,1.0182,1.1495,0.77937,1.1828,1.258,1.072,1.3444,1.3447,0.76566,1.3412,0.38896,1.1469,0.71463,1.0172,0.76022,0.94138,1.0918,1.3504,0.94272,0.8853,0.78295,0.69118,0.62267,0.53985,0.65165,1.9732,0.76796,0.40277,1.0999,0.47386,0.41417,0.40417,0.26696,0.27134,0.3705,0.063105
1,0.42439,0.37517,0.65063,0.22548,6.302,7.4459,1.9544,11.158,4.1348,0.38865,1.4306,0.43444,0.81926,0.43298,0.63332,2.0442,0.37836,0.75528,2.0356,1.4196,0.94558,1.1054,1.3055,0.9467,0.87107,0.99435,0.99449,1.3813,1.0651,1.0505,0.84531,1.2416,1.3955,1.2319,1.2632,1.2861,0.83376,1.2295,0.39527,1.2564,0.87009,0.96583,0.75195,0.96427,1.1211,1.4952,0.99349,0.89466,0.77684,0.64889,0.64302,0.55541,0.55797,1.3431,0.49472,0.5105,0.96109,0.39275,0.17931,0.30872,0.24149,0.3711,0.3338,0.059234
1,0.15381,0.70747,0.40679,0.28548,6.6666,7.012,1.6576,6.8237,4.5325,0.35532,2.0482,0.37281,0.54308,0.54792,0.54757,1.8512,0.42175,0.76724,0.66061,1.4125,1.0088,1.0173,1.6068,0.86153,0.91201,1.0588,1.0544,1.296,0.97573,0.84101,0.81636,1.1674,1.4197,0.98884,1.3398,1.2754,0.86083,1.2094,0.50027,1.0597,0.68944,1.1787,0.65926,0.84016,1.0977,1.3897,1.0458,0.82424,0.63009,0.70707,0.68525,0.61829,0.53901,0.72729,0.45784,0.65777,1.0133,0.43228,0.22707,0.26605,0.30469,0.40631,0.39027,0.14505
1,0.1087,0.83865,0.36701,0.22312,6.0626,6.2855,0.43498,7.5945,3.353,0.65593,0.73997,0.41732,0.47066,0.51292,0.78712,0.68238,0.36299,0.91072,0.9341,1.2211,0.83908,1.1922,1.3187,0.91925,0.96091,1.0475,1.0672,1.3044,0.90218,0.96698,0.9585,1.1978,1.3914,1.0758,1.3363,1.3335,0.91607,1.2301,0.5146,1.2235,0.83311,0.81744,0.65221,0.78489,1.1404,1.2977,0.81114,1.028,0.70562,0.71757,0.82241,0.49978,0.32869,0.41815,0.50505,0.61425,1.4893,0.32454,0.17083,0.48701,0.20512,0.48329,0.1081,0.23598
1,0.14702,1.4912,0.40601,0.23546,3.9213,4.615,0.39595,3.4043,2.3951,1.3812,1.9922,0.48071,0.41904,0.65708,1.2394,0.68767,0.60977,1.2292,0.93918,1.5393,1.0674,1.2361,1.5418,0.84444,0.89557,1.204,1.0153,1.2861,1.0275,1.243,0.98615,1.1417,1.1386,1.3376,1.4236,1.2611,0.93446,1.3363,0.4386,1.3491,0.68296,0.89198,0.7248,0.73645,1.1817,1.3704,0.95186,1.0261,0.83032,0.74224,0.75637,0.60926,0.34094,0.85345,0.52899,1.2514,0.62567,0.32877,0.26854,0.44131,0.15435,0.49069,0.10099,0.067805
1,0.27177,1.2058,0.53899,0.58699,1.7909,3.9958,0.58425,0.79168,2.0973,0.50061,2.5837,1.064,0.82171,0.37739,2.0225,0.48363,0.61216,2.3507,0.81289,1.4014,1.0478,1.0456,1.6022,0.85337,0.94508,1.1881,1.046,1.2685,0.99614,1.129,0.91012,1.0033,1.0529,1.1603,1.3477,1.2769,0.99915,1.2385,0.4147,1.1809,0.82849,0.86197,0.73964,0.78816,1.1853,1.4083,0.85631,0.954,0.74219,0.67607,0.7189,0.48807,0.40302,1.2903,0.3304,0.78321,0.66258,0.26726,0.47943,0.29593,0.19787,0.32468,0.066001,0.081134
1,0.37606,2.1461,0.99607,1.4742,1.1501,2.743,0.42394,0.35344,0.89079,0.27477,1.932,1.8899,1.6283,0.62302,0.8588,0.545,0.36095,1.4846,0.82613,1.4989,1.0344,1.1116,1.6365,0.85793,0.89171,1.4394,1.2476,1.326,0.91663,1.0349,0.95658,1.1879,1.2258,0.88477,1.3701,1.396,0.83043,1.212,0.45487,1.1324,0.79522,0.75526,0.88592,0.77016,0.94497,1.3448,0.98095,0.84516,0.79572,0.64314,0.70285,0.55388,0.41118,0.49617,0.31189,0.35568,0.73059,0.32039,0.18905,0.35727,0.17466,0.26906,0.10211,0.11382
